vin,year,make,model,trim,pricecategory,price,mileage,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,cartype,ReliabilityRank,CostOfLivingRank,CostOfLivingIndex,TransportationIndex,BrandPercentSales,BrandAvgDaysToTurn,CarClass,ReviewScore,AvgMPG
1GKS2GKC1KR231057,2019,GMC,YUKON,XL SLT 4WD,GREAT PRICE,43475,29450,SHAKOPEE,MN,SILVER,BROWN,0,1,PERSONAL,Y,SUV,28.0,30,101.2,100.4,3.3940162460390058,72.07692307692308,AFFORDABLE LARGE SUVS,6.5,18.5
1GKS1GKC6KR136769,2019,GMC,YUKON,XL SLT 2WD,GREAT PRICE,42688,29300,HUNTSVILLE,TX,GRAY,BLACK,0,1,PERSONAL,N,SUV,28.0,14,91.7,91.1,3.3940162460390058,72.07692307692308,AFFORDABLE LARGE SUVS,6.5,18.5
5NPD84LF7HH124699,2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (ALT),EXCELLENT PRICE,10990,58141,BATAVIA,NY,RED,GRAY,0,1,PERSONAL,Y,HATCHBACK,13.0,50,155.9,110.8,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
55SWF4JB9HU206204,2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,EXCELLENT PRICE,20592,24138,SANTA MONICA,CA,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,22.0,49,142.7,133.0,2.208680273976825,57.92307692307692,,,
1C4HJXEG5KW543570,2019,JEEP,WRANGLER,UNLIMITED MOAB,EXCELLENT PRICE,34111,19522,MARIETTA,GA,BLACK,BLACK,0,1,PERSONAL,Y,SUV,26.0,10,90.0,96.4,5.534839958792396,74.23076923076923,AFFORDABLE COMPACT SUVS,7.1,21.0
4T1B11HK3KU719039,2019,TOYOTA,CAMRY,LE AUTOMATIC,GREAT PRICE,19292,29178,CARLSBAD,CA,GRAY,UNKNOWN,0,1,PERSONAL,Y,SEDAN,5.0,49,142.7,133.0,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
JTJYARBZ0G2049209,2016,LEXUS,NX,NX 200T FWD,EXCELLENT PRICE,22100,29123,MACON,GA,WHITE,BLACK,0,1,PERSONAL,Y,SUV,2.0,10,90.0,96.4,1.6699578894174951,54.30769230769231,LUXURY COMPACT SUVS,8.0,25.0
3N1CN7AP8KL805742,2019,NISSAN,VERSA,SV SEDAN CVT,GREAT PRICE,12988,32403,OLYMPIA,WA,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,39,112.2,118.6,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,6.9,35.0
3KPC24A32KE041134,2019,HYUNDAI,ACCENT,SE AUTOMATIC,GREAT PRICE,12965,42071,EL PASO,TX,WHITE,BLACK,0,1,PERSONAL,N,SEDAN,13.0,14,91.7,91.1,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.3,33.0
1GC1KUEGXFF140462,2015,CHEVROLET,SILVERADO 2500HD,WT CREW CAB STANDARD BOX 4WD,EXCELLENT PRICE,17995,120193,ARLINGTON,TX,WHITE,BLACK,1,1,PERSONAL,N,PICKUP,9.0,14,91.7,91.1,11.692583720044867,78.23076923076923,,,
5NPD84LF5KH441436,2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,GREAT PRICE,12400,29268,COMMERCE,CA,BLUE,GRAY,0,1,PERSONAL,Y,HATCHBACK,13.0,49,142.7,133.0,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
4T4BF1FK5ER343698,2014,TOYOTA,CAMRY,2014 L I4 AUTOMATIC,EXCELLENT PRICE,10295,61678,HARLINGEN,TX,BLACK,UNKNOWN,0,3,FLEET,N,SEDAN,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
JTHKD5BH7G2271244,2016,LEXUS,CT,CT 200H,EXCELLENT PRICE,16724,47930,RIVERSIDE,CA,GRAY,BLACK,0,1,PERSONAL,Y,HATCHBACK,2.0,49,142.7,133.0,1.6699578894174951,54.30769230769231,,,
4T1B11HK1KU184857,2019,TOYOTA,CAMRY,LE AUTOMATIC,EXCELLENT PRICE,16993,20680,WESLEY CHAPEL,FL,WHITE,GRAY,0,1,PERSONAL,Y,SEDAN,5.0,27,99.2,98.7,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
KMHD84LF9HU427162,2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (ULSAN),GREAT PRICE,14759,20705,COVINGTON,LA,SILVER,GRAY,0,1,PERSONAL,Y,HATCHBACK,13.0,18,93.5,96.6,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
1GKS2GKC5KR397114,2019,GMC,YUKON,XL SLT 4WD,FAIR PRICE,39991,46320,TOMBALL,TX,BLACK,BLACK,0,1,PERSONAL,N,SUV,28.0,14,91.7,91.1,3.3940162460390058,72.07692307692308,AFFORDABLE LARGE SUVS,6.5,18.5
55SWF4KB6HU200648,2017,MERCEDES-BENZ,CCLASS,C 300 4MATIC SEDAN,EXCELLENT PRICE,22565,35418,LIBERTYVILLE,IL,GRAY,BLACK,0,2,PERSONAL,Y,SEDAN,22.0,9,89.7,104.8,2.208680273976825,57.92307692307692,,,
19XFB2F52EE250003,2014,HONDA,CIVIC,LX SEDAN CVT,EXCELLENT PRICE,8211,104334,NORWOOD,MA,BLACK,BLACK,0,2,PERSONAL,Y,SEDAN,18.0,47,129.7,111.9,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.2,34.0
KNMAT2MT4KP507151,2019,NISSAN,ROGUE,SV FWD,FAIR PRICE,16675,43944,O'FALLON,MO,BLACK,BLACK,1,1,PERSONAL,Y,SUV,16.0,6,88.3,91.9,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
1FBSS31L96DB34816,2006,FORD,ECONOLINE WAGON,E-350 SUPER DUTY XL EXTENDED,NAN,8999,50926,LAS CRUCES,NM,WHITE,GRAY,0,3,PERSONAL,N,VAN/MINIVAN,10.0,4,87.2,91.7,13.832688602095642,71.61538461538461,,,
4T1B11HK2KU793858,2019,TOYOTA,CAMRY,L AUTOMATIC,EXCELLENT PRICE,17995,22858,COON RAPIDS,MN,BLACK,GRAY,0,1,PERSONAL,Y,SEDAN,5.0,30,101.2,100.4,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
1GCEC19T94E395093,2004,CHEVROLET,SILVERADO 1500,LT EXTENDED CAB STANDARD BOX 2WD,EXCELLENT PRICE,5995,195474,SANFORD,NC,WHITE,BLACK,0,2,PERSONAL,Y,PICKUP,9.0,22,95.5,93.6,11.692583720044867,78.23076923076923,FULL SIZE TRUCKS,8.4,21.5
JTHBJ46G772016808,2007,LEXUS,ES,ES 350,EXCELLENT PRICE,6900,151366,PHOENIX,AZ,SILVER,GRAY,1,3,PERSONAL,Y,SEDAN,2.0,29,100.1,105.6,1.6699578894174951,54.30769230769231,LUXURY MIDSIZE CARS,8.1,27.5
1VWCN7A31EC077091,2014,VOLKSWAGEN,PASSAT,TDI SEL PREMIUM SEDAN DSG,EXCELLENT PRICE,13590,43933,BLUE MOUND,TX,GRAY,BLACK,0,2,PERSONAL,N,SEDAN,6.0,14,91.7,91.1,2.2234046752368357,58.76923076923077,AFFORDABLE MIDSIZE CARS,7.8,30.5
1HGCP2F70CA216164,2012,HONDA,ACCORD,EX SEDAN I4 AUTOMATIC,EXCELLENT PRICE,8554,103064,ATHENS,OH,GRAY,BLACK,0,1,PERSONAL,Y,SEDAN,18.0,15,92.1,105.1,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
5XXGT4L36KG318824,2019,KIA,OPTIMA,LX,GREAT PRICE,14489,59652,TULSA,OK,SILVER,BLACK,0,1,PERSONAL,Y,SEDAN,14.0,3,86.7,93.0,3.9890632445645786,73.38461538461539,AFFORDABLE MIDSIZE CARS,8.4,28.5
3C6UR5DJ5KG697288,2019,RAM,2500,"BIG HORN CREW CAB 6'4"" BOX 4WD",GREAT PRICE,40073,4272,PHOENIX,AZ,GRAY,BLACK,0,1,PERSONAL,Y,PICKUP,19.0,29,100.1,105.6,4.144945910843808,98.15384615384616,,,
1B3LC46K08N245384,2008,DODGE,AVENGER,SE FWD,EXCELLENT PRICE,4950,98054,DAWSONVILLE,GA,BLUE,GRAY,0,2,PERSONAL,Y,SEDAN,25.0,10,90.0,96.4,2.126715603110482,98.53846153846153,,,
1HGCR2F59HA221282,2017,HONDA,ACCORD,SPORT SEDAN CVT,GREAT PRICE,18350,33313,BIRMINGHAM,AL,BLACK,BLACK,1,1,PERSONAL,Y,SEDAN,18.0,8,89.6,93.2,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
3HGGK5H87JM723960,2018,HONDA,FIT,EX CVT,EXCELLENT PRICE,9995,65095,RICHLAND,WA,BLACK,BLACK,1,1,PERSONAL,Y,HATCHBACK,18.0,39,112.2,118.6,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.7,36.5
WBAEH13517CR52104,2007,BMW,6 SERIES,650I COUPE,NAN,10999,81198,DURHAM,NC,BLACK,UNKNOWN,0,3,FLEET,N,SEDAN,8.0,22,95.5,93.6,1.7781767945930906,74.0,,,
JTNKARJE4GJ503115,2016,SCION,IM,BASE CVT,EXCELLENT PRICE,10995,70048,PORTLAND,OR,BLACK,BLACK,1,2,PERSONAL,Y,HATCHBACK,,48,134.3,133.2,,84.23076923076923,,,
2C4RDGCG2KR565890,2019,DODGE,GRAND CARAVAN,SXT,FAIR PRICE,17795,35390,BEAUMONT,TX,WHITE,BLACK,0,1,PERSONAL,N,VAN/MINIVAN,25.0,14,91.7,91.1,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
4T1B11HK9KU206216,2019,TOYOTA,CAMRY,L AUTOMATIC,EXCELLENT PRICE,17246,29157,MT. PLEASANT,TX,GRAY,GRAY,0,1,PERSONAL,N,SEDAN,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
1VWAT7A36EC023833,2014,VOLKSWAGEN,PASSAT,WOLFSBURG EDITION SEDAN 1.8T AUTO (PZEV),EXCELLENT PRICE,5495,126690,EAST RIDGE,TN,WHITE,BEIGE,4,3,FLEET,Y,SEDAN,6.0,11,90.0,87.9,2.2234046752368357,58.76923076923077,AFFORDABLE MIDSIZE CARS,7.8,30.5
1GCVKRECXEZ168108,2014,CHEVROLET,SILVERADO 1500,LT WITH 1LT DOUBLE CAB STANDARD BOX 4WD,EXCELLENT PRICE,20995,84933,MANASSAS,VA,GRAY,BLACK,1,2,PERSONAL,Y,PICKUP,9.0,31,101.4,93.8,11.692583720044867,78.23076923076923,FULL SIZE TRUCKS,8.4,21.5
1C6RR7GT5FS719058,2015,RAM,1500,"BIG HORN QUAD CAB 6'4"" BOX 4WD",EXCELLENT PRICE,16995,77600,NAUGATUCK,CT,BLACK,GRAY,0,2,PERSONAL,Y,PICKUP,19.0,44,124.2,112.5,4.144945910843808,98.15384615384616,FULL SIZE TRUCKS,8.7,22.5
3FADP4EJ7KM102407,2019,FORD,FIESTA,SE HATCHBACK,GREAT PRICE,11000,16562,PENSACOLA,FL,WHITE,BLACK,0,2,PERSONAL,Y,SEDAN,10.0,27,99.2,98.7,13.832688602095642,71.61538461538461,AFFORDABLE SMALL CARS,7.9,31.0
1GKS2GKC0KR271100,2019,GMC,YUKON,XL SLT 4WD,GREAT PRICE,43991,23667,SPRING,TX,SILVER,BLACK,1,1,PERSONAL,N,SUV,28.0,14,91.7,91.1,3.3940162460390058,72.07692307692308,AFFORDABLE LARGE SUVS,6.5,18.5
3N1AB7AP3KY286389,2019,NISSAN,SENTRA,SV CVT,GREAT PRICE,14038,27752,STAUNTON,VA,SILVER,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,31,101.4,93.8,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
55SWF4JB3HU230188,2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,GREAT PRICE,25000,33496,CLEARWATER,FL,WHITE,BEIGE,0,1,PERSONAL,Y,SEDAN,22.0,27,99.2,98.7,2.208680273976825,57.92307692307692,,,
KM8J3CA40HU535604,2017,HYUNDAI,TUCSON,SE AWD,GREAT PRICE,17149,17038,CONWAY,AR,GRAY,BLACK,0,1,PERSONAL,Y,SUV,13.0,5,88.2,89.8,4.156328806440607,79.07692307692308,AFFORDABLE COMPACT SUVS,7.9,26.5
JM3TCACY1K0312060,2019,MAZDA,CX9,TOURING FWD,EXCELLENT PRICE,21980,37690,AUSTIN,TX,RED,BEIGE,0,1,PERSONAL,N,SUV,11.0,14,91.7,91.1,1.929191497070014,60.07692307692308,,,
WVWHV71K69W102362,2009,VOLKSWAGEN,GTI,4-DOOR DSG,EXCELLENT PRICE,5500,115328,ORLANDO,FL,WHITE,GRAY,0,3,PERSONAL,Y,HATCHBACK,6.0,27,99.2,98.7,2.2234046752368357,58.76923076923077,AFFORDABLE SMALL CARS,8.6,28.0
1FATP8FF9K5170341,2019,FORD,MUSTANG,GT PREMIUM CONVERTIBLE,EXCELLENT PRICE,29575,33930,HENDERSON,NV,RED,BLACK,0,1,PERSONAL,Y,COUPE,10.0,38,108.8,120.4,13.832688602095642,71.61538461538461,AFFORDABLE SPORTS CARS,8.3,26.0
1C4HJXENXKW686819,2019,JEEP,WRANGLER,UNLIMITED SAHARA,EXCELLENT PRICE,38500,2044,PLAINFIELD,IN,RED,BLACK,0,1,PERSONAL,Y,SUV,26.0,7,89.5,98.3,5.534839958792396,74.23076923076923,AFFORDABLE COMPACT SUVS,7.1,21.0
KNMAT2MV0HP557247,2017,NISSAN,ROGUE,S AWD,EXCELLENT PRICE,10995,107000,CLINTON TOWNSHIP,MI,WHITE,BLACK,0,2,PERSONAL,Y,SUV,16.0,12,90.1,103.1,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
WBA8E1G53HNU13134,2017,BMW,3 SERIES,320I SEDAN RWD,EXCELLENT PRICE,19991,34682,CORPUS CHRISTI,TX,RED,BLACK,0,1,PERSONAL,N,SEDAN,8.0,14,91.7,91.1,1.7781767945930906,74.0,,,
3FADP0L36CR163586,2012,FORD,FUSION,HYBRID FWD,EXCELLENT PRICE,6988,124784,SACRAMENTO,CA,WHITE,GRAY,0,1,PERSONAL,Y,SEDAN,10.0,49,142.7,133.0,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
2T1BURHE8HC883140,2017,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,11495,46002,WALLINGFORD,CT,SILVER,BLACK,1,1,PERSONAL,Y,HATCHBACK,5.0,44,124.2,112.5,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
KM8J2CA49KU938832,2019,HYUNDAI,TUCSON,SE AWD,GREAT PRICE,17000,25328,SEEKONK,MA,BLACK,GRAY,0,1,PERSONAL,Y,SUV,13.0,47,129.7,111.9,4.156328806440607,79.07692307692308,AFFORDABLE COMPACT SUVS,7.9,26.5
WDBSK75F55F101143,2005,MERCEDES-BENZ,SL,SL 500 ROADSTER,EXCELLENT PRICE,8999,124374,CARY,NC,BLACK,BLACK,0,3,PERSONAL,Y,CONVERTIBLE,22.0,22,95.5,93.6,2.208680273976825,57.92307692307692,,,
1G1ZD5ST9KF136569,2019,CHEVROLET,MALIBU,LT WITH 1LT,GREAT PRICE,16543,24100,WINDSOR,CO,WHITE,GRAY,0,1,PERSONAL,Y,SEDAN,9.0,33,103.2,105.8,11.692583720044867,78.23076923076923,AFFORDABLE MIDSIZE CARS,7.8,32.5
2C3CCAEG1KH573363,2019,CHRYSLER,300,LIMITED RWD,EXCELLENT PRICE,21000,34476,SEWELL,NJ,GRAY,BLACK,0,1,FLEET,Y,SEDAN,31.0,43,122.4,108.7,0.6898618253052382,94.76923076923077,AFFORDABLE LARGE CARS,8.0,20.5
5N1AT2MV0HC739176,2017,NISSAN,ROGUE,SL AWD,GREAT PRICE,21950,35782,EDMONDS,WA,BLACK,BLACK,0,1,PERSONAL,Y,SUV,16.0,39,112.2,118.6,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
2C3CDXHGXKH608932,2019,DODGE,CHARGER,GT RWD,GREAT PRICE,24950,40075,GREENVILLE,SC,BLACK,BLACK,1,1,PERSONAL,Y,SEDAN,25.0,23,95.5,92.9,2.126715603110482,98.53846153846153,AFFORDABLE LARGE CARS,7.3,24.5
JN8AZ2NE2K9234136,2019,INFINITI,QX80,LUXE AWD,EXCELLENT PRICE,39798,35592,BENTON,AR,GRAY,GRAY,0,1,FLEET,Y,SUV,24.0,5,88.2,89.8,0.6528082167930821,68.3076923076923,LUXURY LARGE SUVS,6.6,17.0
1C3CC4FB9AN168300,2010,CHRYSLER,SEBRING,TOURING SEDAN,EXCELLENT PRICE,3999,111208,ANOKA,MN,BLACK,BROWN,0,4,FLEET,Y,SEDAN,31.0,30,101.2,100.4,0.6898618253052382,94.76923076923077,,,
2T2ZZMCA9HC086236,2017,LEXUS,RX,RX 350 FWD,EXCELLENT PRICE,34949,22699,HOUSTON,TX,SILVER,BEIGE,1,1,PERSONAL,N,SUV,2.0,14,91.7,91.1,1.6699578894174951,54.30769230769231,,,
2HGFG4A56CH700842,2012,HONDA,CIVIC,SI COUPE MANUAL,EXCELLENT PRICE,8995,122139,NEW BERN,NC,BLACK,BLACK,1,2,PERSONAL,Y,SEDAN,18.0,22,95.5,93.6,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.2,34.0
4JGDF6EE9HA761571,2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,GREAT PRICE,43988,36217,EDISON,NJ,RED,BEIGE,0,2,PERSONAL,Y,SUV,22.0,43,122.4,108.7,2.208680273976825,57.92307692307692,,,
KNMAT2MT7KP521349,2019,NISSAN,ROGUE,SV FWD,GREAT PRICE,15998,31164,DELRAY BEACH,FL,GRAY,BLACK,1,1,PERSONAL,Y,SUV,16.0,27,99.2,98.7,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
1C6RR7TT1KS655021,2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",GREAT PRICE,30420,15794,FORT SMITH,AR,SILVER,BLACK,0,1,PERSONAL,Y,PICKUP,19.0,5,88.2,89.8,4.144945910843808,98.15384615384616,,,
4T1B11HK4KU706526,2019,TOYOTA,CAMRY,L AUTOMATIC,EXCELLENT PRICE,18596,13433,ORLANDO,FL,BLACK,GRAY,0,1,PERSONAL,Y,SEDAN,5.0,27,99.2,98.7,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
JS3TD62V5X4121432,1999,SUZUKI,GRAND VITARA,4DR JLX AUTO 4WD,EXCELLENT PRICE,1500,180410,MANCHESTER,MD,BLACK,GRAY,0,4,PERSONAL,Y,SUV,,45,128.0,102.1,,,,,
1VWCN7A39EC037325,2014,VOLKSWAGEN,PASSAT,TDI SEL PREMIUM SEDAN DSG,EXCELLENT PRICE,8700,95312,ARLINGTON,VA,GRAY,UNKNOWN,0,1,PERSONAL,Y,SEDAN,6.0,31,101.4,93.8,2.2234046752368357,58.76923076923077,AFFORDABLE MIDSIZE CARS,7.8,30.5
1FATP8UH7K5181603,2019,FORD,MUSTANG,ECOBOOST PREMIUM CONVERTIBLE,GREAT PRICE,23000,30988,SANTA ROSA,CA,WHITE,BLACK,0,1,PERSONAL,Y,COUPE,10.0,49,142.7,133.0,13.832688602095642,71.61538461538461,AFFORDABLE SPORTS CARS,8.3,26.0
JHMCR6F59HC012939,2017,HONDA,ACCORD,HYBRID EX-L SEDAN,GREAT PRICE,14956,96620,WACO,TX,BLACK,BLACK,0,1,PERSONAL,N,SEDAN,18.0,14,91.7,91.1,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
5NPD84LF6KH430994,2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,GREAT PRICE,13991,31242,RICHMOND,VA,BLUE,GRAY,1,1,PERSONAL,Y,HATCHBACK,13.0,31,101.4,93.8,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
2T2ZZMCA2HC071108,2017,LEXUS,RX,RX 350 FWD,GREAT PRICE,30994,40703,FRISCO,TX,BLACK,BLACK,0,1,PERSONAL,N,SUV,2.0,14,91.7,91.1,1.6699578894174951,54.30769230769231,,,
1HGCR3F92HA030960,2017,HONDA,ACCORD,TOURING SEDAN AUTOMATIC,EXCELLENT PRICE,20480,47074,ROSWELL,NM,GRAY,GRAY,0,1,PERSONAL,Y,SEDAN,18.0,4,87.2,91.7,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
KNDJP3A57K7690660,2019,KIA,SOUL,+ AUTOMATIC,GREAT PRICE,10775,30555,FORT MYERS,FL,WHITE,BLACK,0,1,PERSONAL,Y,WAGON,14.0,27,99.2,98.7,3.9890632445645786,73.38461538461539,AFFORDABLE SMALL CARS,8.5,28.5
SAJWA79C25SG49182,2005,JAGUAR,XJ,XJ8 LONG WHEELBASE,EXCELLENT PRICE,5998,164100,INDIAN TRAIL,NC,BLUE,GRAY,0,3,FLEET,Y,SEDAN,30.0,22,95.5,93.6,0.17974678850226905,,,,
1HGCP3F87CA017076,2012,HONDA,ACCORD,EX-L V6 SEDAN AUTOMATIC,EXCELLENT PRICE,11888,64516,NEWARK,DE,WHITE,BEIGE,1,2,PERSONAL,Y,SEDAN,18.0,35,107.7,101.1,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
1C6RR6LG1ES173263,2014,RAM,1500,"LONE STAR CREW CAB 5'7"" BOX 2WD",EXCELLENT PRICE,12464,166205,TERRELL,TX,WHITE,GRAY,0,1,PERSONAL,N,PICKUP,19.0,14,91.7,91.1,4.144945910843808,98.15384615384616,FULL SIZE TRUCKS,8.7,22.5
JA4AD2A35LZ018081,2020,MITSUBISHI,OUTLANDER,ES FWD,EXCELLENT PRICE,19999,399,HAYWARD,CA,WHITE,BLACK,0,0,PERSONAL,Y,SUV,20.0,49,142.7,133.0,0.7338088088347337,93.76923076923077,AFFORDABLE COMPACT SUVS,6.3,27.5
JA4AD2A3XLZ016181,2020,MITSUBISHI,OUTLANDER,ES FWD,EXCELLENT PRICE,19999,399,HAYWARD,CA,WHITE,BLACK,0,0,PERSONAL,Y,SUV,20.0,49,142.7,133.0,0.7338088088347337,93.76923076923077,AFFORDABLE COMPACT SUVS,6.3,27.5
1C4NJCBB1GD603691,2016,JEEP,COMPASS,SPORT FWD,EXCELLENT PRICE,8995,70425,SAN DIEGO,CA,BLACK,GRAY,1,2,FLEET,Y,SUV,26.0,49,142.7,133.0,5.534839958792396,74.23076923076923,AFFORDABLE COMPACT SUVS,7.0,27.5
3C6UR5DJXKG698792,2019,RAM,2500,"BIG HORN CREW CAB 6'4"" BOX 4WD",GREAT PRICE,39500,9398,PHOENIX,AZ,WHITE,BLACK,0,1,PERSONAL,Y,PICKUP,19.0,29,100.1,105.6,4.144945910843808,98.15384615384616,,,
5NPD84LF0KH438010,2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,GREAT PRICE,14789,26064,MEMPHIS,TN,SILVER,GRAY,0,1,PERSONAL,Y,HATCHBACK,13.0,11,90.0,87.9,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
3FAHP0HG0CR346396,2012,FORD,FUSION,SE FWD,EXCELLENT PRICE,4500,138734,BELLE FOURCHE,SD,MAROON,BLACK,0,4,FLEET,Y,SEDAN,10.0,28,99.7,94.4,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
1C6RR6TT3KS701832,2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",GREAT PRICE,27598,11775,FORT SMITH,AR,RED,BLACK,0,1,PERSONAL,Y,PICKUP,19.0,5,88.2,89.8,4.144945910843808,98.15384615384616,,,
3FA6P0MU1KR123012,2019,FORD,FUSION,HYBRID SEL FWD,EXCELLENT PRICE,16000,42778,AUSTIN,TX,BLACK,UNKNOWN,0,1,PERSONAL,N,SEDAN,10.0,14,91.7,91.1,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
2T1BU4EEXDC044379,2013,TOYOTA,COROLLA,LE AUTOMATIC,EXCELLENT PRICE,7175,105005,MILFORD,CT,SILVER,UNKNOWN,0,2,PERSONAL,Y,HATCHBACK,5.0,44,124.2,112.5,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
1FTNE2EL7ADA58946,2010,FORD,ECONOLINE CARGO VAN,E-250 COMMERCIAL,EXCELLENT PRICE,9995,53573,NATIONAL CITY,CA,WHITE,GRAY,0,2,PERSONAL,Y,VAN/MINIVAN,10.0,49,142.7,133.0,13.832688602095642,71.61538461538461,,,
4JGDA5JB7HA902917,2017,MERCEDES-BENZ,GLE,GLE 350 SUV RWD,GREAT PRICE,36988,12104,LAGUNA NIGUEL,CA,GRAY,BLACK,0,1,PERSONAL,Y,SUV,22.0,49,142.7,133.0,2.208680273976825,57.92307692307692,,,
JTEBU5JR5K5636924,2019,TOYOTA,4RUNNER,SR5 4WD,FAIR PRICE,33197,28081,COLORADO SPRINGS,CO,RED,BLACK,0,1,PERSONAL,Y,SUV,5.0,33,103.2,105.8,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE SUVS,7.5,19.0
3FADP4GX8KM102921,2019,FORD,FIESTA,ST HATCHBACK,EXCELLENT PRICE,16976,12039,WEST ALLIS,WI,WHITE,BLACK,0,0,PERSONAL,Y,SEDAN,10.0,24,95.7,96.9,13.832688602095642,71.61538461538461,AFFORDABLE SMALL CARS,7.9,31.0
WDDSJ4EBXJN589592,2018,MERCEDES-BENZ,CLA,CLA 250 FWD,GREAT PRICE,24495,26979,SAN ANTONIO,TX,GRAY,BLACK,0,1,PERSONAL,N,SEDAN,22.0,14,91.7,91.1,2.208680273976825,57.92307692307692,,,
1GYKNERS4KZ213215,2019,CADILLAC,XT5,PREMIUM LUXURY FWD,EXCELLENT PRICE,29389,27247,CHARLOTTE,NC,BLACK,BLACK,0,1,PERSONAL,Y,SUV,12.0,22,95.5,93.6,0.8453554773218747,80.23076923076923,LUXURY MIDSIZE SUVS,7.8,22.5
3N1AB7APXJY250360,2018,NISSAN,SENTRA,S CVT,GREAT PRICE,13100,47822,VICTORVILLE,CA,BLACK,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,49,142.7,133.0,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
1HGCR2F31HA238379,2017,HONDA,ACCORD,LX SEDAN CVT,GREAT PRICE,15429,47863,MARYSVILLE,OH,SILVER,GRAY,0,1,PERSONAL,Y,SEDAN,18.0,15,92.1,105.1,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
5UXKR0C54G0U48689,2016,BMW,X5,XDRIVE35I AWD,EXCELLENT PRICE,27669,48738,GREENSBORO,NC,WHITE,BLACK,0,1,FLEET,Y,SUV,8.0,22,95.5,93.6,1.7781767945930906,74.0,LUXURY MIDSIZE SUVS,7.7,23.0
