year,make,model,trim,odometer,state,colorexterior,colorinterior,accidenthist,owner,usage,price
2019,CHRYSLER,300,S RWD,30215,TX,WHITE,BLACK,N,1,PERSONAL,22906
2019,NISSAN,ALTIMA,S FWD,19171,IL,SILVER,BLACK,Y,1,PERSONAL,15895
2019,JEEP,GRAND CHEROKEE,LIMITED 4WD,19341,VA,GRAY,BLACK,N,1,PERSONAL,29950
2014,VOLKSWAGEN,PASSAT,TDI SEL PREMIUM SEDAN DSG,57577,TX,BLACK,BEIGE,N,1,FLEET,12990
2019,HYUNDAI,SANTA FE,SE 2.4L AWD,31648,NV,SILVER,BLACK,N,1,PERSONAL,18688
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",40358,FL,WHITE,BLACK,N,1,PERSONAL,24998
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,36436,CT,GRAY,GRAY,N,1,PERSONAL,13399
2019,KIA,OPTIMA,LX,43281,OK,WHITE,BLACK,N,1,FLEET,14300
2019,NISSAN,ALTIMA,SR FWD,38190,FL,WHITE,BLACK,N,1,PERSONAL,15998
2019,DODGE,GRAND CARAVAN,SXT,42213,VA,BLACK,BLACK,Y,1,PERSONAL,21995
2011,FORD,ESCAPE,XLT FWD,69111,TX,RED,BLACK,Y,2,PERSONAL,7390
2012,HYUNDAI,SONATA,HYBRID BASE 2.4L AUTOMATIC,109520,NC,BLACK,BROWN,Y,2,PERSONAL,6980
2015,RAM,1500,"BIG HORN QUAD CAB 6'4"" BOX 4WD",95250,CT,WHITE,GRAY,N,2,PERSONAL,19450
2017,INFINITI,Q50,3.0T SIGNATURE EDITION AWD,28612,OH,WHITE,GRAY,N,1,PERSONAL,21900
2016,INFINITI,QX80,AWD,34235,CA,WHITE,BEIGE,N,1,PERSONAL,33990
2009,FORD,FUSION,SEL 3.0L FWD,84930,TN,BLACK,GRAY,Y,3,PERSONAL,6995
2014,TOYOTA,CAMRY,2014 HYBRID XLE,101564,SC,WHITE,UNKNOWN,Y,1,PERSONAL,10498
2019,DODGE,GRAND CARAVAN,SXT,41466,NC,WHITE,BLACK,N,1,PERSONAL,17500
2019,KIA,SOUL,#NAME?,22106,AR,SILVER,BLACK,Y,1,PERSONAL,15936
2019,DODGE,GRAND CARAVAN,SXT,35208,WA,SILVER,BLACK,N,1,PERSONAL,18558
2019,NISSAN,VERSA,SV SEDAN CVT,36656,NC,GRAY,BLACK,N,1,PERSONAL,11500
2018,HYUNDAI,ELANTRA,SEL 2.0L SEDAN AUTOMATIC,39068,FL,SILVER,GRAY,N,1,FLEET,12799
2017,NISSAN,SENTRA,SV CVT,78329,GA,SILVER,BLACK,N,1,FLEET,8485
2019,FORD,FIESTA,SE HATCHBACK,39528,FL,WHITE,UNKNOWN,N,1,PERSONAL,10461
2019,NISSAN,SENTRA,SV CVT,36930,NE,BLACK,BLACK,N,1,PERSONAL,12295
2014,JEEP,WRANGLER,UNLIMITED RUBICON,103537,TX,WHITE,BROWN,Y,1,PERSONAL,23500
2015,TOYOTA,HIGHLANDER,LIMITED V6 AWD,91212,MD,BLACK,UNKNOWN,N,1,PERSONAL,18995
2019,CHEVROLET,TAHOE,LT 4WD,22803,TX,RED,BLACK,N,1,PERSONAL,44877
2019,JEEP,COMPASS,TRAILHAWK 4WD,20205,TX,BLACK,RED,N,1,PERSONAL,21140
2011,BMW,3 SERIES,328I SEDAN,131477,TX,GRAY,GRAY,Y,2,FLEET,6492
2008,INFINITI,G,G37 SPORT COUPE MANUAL,121423,TX,WHITE,GRAY,N,5,PERSONAL,7000
2019,NISSAN,ROGUE,SV FWD,35322,TX,WHITE,BLACK,N,1,PERSONAL,17715
2019,FORD,MUSTANG,ECOBOOST CONVERTIBLE,26313,CA,GRAY,BLACK,N,1,PERSONAL,19995
2012,CHEVROLET,MALIBU,LT WITH 1LT,136702,NE,SILVER,BLACK,N,1,PERSONAL,5500
2014,FORD,ESCAPE,SE FWD,73369,TN,BLACK,GRAY,N,2,PERSONAL,10512
2019,TOYOTA,CAMRY,LE AUTOMATIC,6031,TX,SILVER,BLACK,Y,0,PERSONAL,16980
2019,KIA,RIO,S SEDAN,24177,TN,WHITE,BLACK,N,2,PERSONAL,11897
2019,CHEVROLET,IMPALA,LT WITH 1LT,28238,OK,BLACK,BLACK,N,2,FLEET,16988
2008,HONDA,FIT,SPORT AUTOMATIC,111890,TX,SILVER,BLACK,N,5,PERSONAL,4999
2014,INFINITI,Q50,PREMIUM AWD,101731,FL,BLACK,GRAY,Y,2,PERSONAL,11990
2019,GMC,YUKON,XL SLT 4WD,22545,NH,SILVER,BLACK,N,1,PERSONAL,47498
2015,NISSAN,ALTIMA,2.5,83040,OK,SILVER,BLACK,N,1,FLEET,8286
2020,CHEVROLET,EQUINOX,LT WITH 1LT FWD,13500,FL,SILVER,BLACK,N,0,PERSONAL,19844
2019,CHEVROLET,TAHOE,LT 4WD,15794,TX,BLACK,BLACK,N,1,PERSONAL,45987
2018,NISSAN,ALTIMA,2.5 S,13286,TX,WHITE,BLACK,N,1,PERSONAL,10191
2008,BMW,3 SERIES,335XI COUPE AWD,120795,OK,SILVER,GRAY,N,3,FLEET,7995
2005,CADILLAC,CTS,SEDAN 3.6L,120665,TX,BLACK,BEIGE,N,2,PERSONAL,2750
2017,HYUNDAI,TUCSON,SE FWD,112092,MS,RED,BEIGE,Y,1,PERSONAL,11995
2019,TOYOTA,SEQUOIA,SR5 4WD,38378,TN,UNKNOWN,UNKNOWN,N,1,PERSONAL,34197
2019,NISSAN,ROGUE,SV FWD,33200,MD,SILVER,BLACK,N,1,PERSONAL,16490
2014,FORD,FOCUS,SE SEDAN,72222,IL,SILVER,BLACK,N,4,PERSONAL,7483
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,21860,FL,BLUE,BEIGE,N,1,PERSONAL,50000
2017,HYUNDAI,ELANTRA,LIMITED 2.0L SEDAN AUTO,64305,TX,GRAY,BLACK,Y,1,FLEET,9995
2014,MAZDA,MAZDA3,I TOURING 5-DOOR AUTOMATIC,116334,TX,GRAY,BLACK,N,2,FLEET,7999
2005,TOYOTA,PRIUS,HATCHBACK,149748,FL,GOLD,UNKNOWN,Y,3,PERSONAL,2495
2019,NISSAN,MAXIMA,SV 3.5L,29557,MD,BLACK,BLACK,N,1,PERSONAL,20000
2017,HONDA,CIVIC,EX SEDAN CVT,28066,NJ,BLACK,BLACK,N,1,PERSONAL,15899
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,32991,CA,SILVER,GRAY,N,1,PERSONAL,14300
2019,FORD,FUSION,HYBRID SE FWD,39439,TX,WHITE,BLACK,N,1,PERSONAL,14669
2020,TOYOTA,COROLLA,LE CVT,4255,MA,WHITE,GRAY,N,1,PERSONAL,18000
2019,DODGE,CHARGER,SXT RWD,32404,IN,BLACK,BLACK,N,1,PERSONAL,20484
2006,KIA,SORENTO,LX 4WD MANUAL,125340,IN,WHITE,BEIGE,Y,2,PERSONAL,2285
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,28428,TX,BLACK,BLACK,N,1,PERSONAL,22229
2019,NISSAN,ALTIMA,S FWD,36275,IL,BLACK,BLACK,N,1,PERSONAL,14773
2005,HONDA,ODYSSEY,EX-L WITH REAR ENTERTAINMENT SYSTEM,216720,UT,GOLD,UNKNOWN,N,3,FLEET,2995
2014,CHEVROLET,CRUZE,LT WITH 1LT AUTOMATIC,128030,IN,GRAY,BLACK,N,1,PERSONAL,5500
2019,FORD,FUSION,TITANIUM AWD,47360,TX,WHITE,UNKNOWN,N,1,PERSONAL,18000
2017,LEXUS,ES,ES 350,24244,NJ,GRAY,BLACK,N,1,PERSONAL,24994
2019,FORD,FUSION,HYBRID SE FWD,28423,IL,GOLD,GRAY,N,1,PERSONAL,15989
2017,ACURA,RDX,FWD,32112,CA,GRAY,UNKNOWN,N,3,PERSONAL,20999
2017,HYUNDAI,ELANTRA,LIMITED 2.0L SEDAN AUTOMATIC (ALT),55127,WA,RED,BLACK,N,1,PERSONAL,12750
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,36824,NC,BLUE,GRAY,N,1,FLEET,14060
2019,CHEVROLET,TAHOE,LT 4WD,39051,NV,BLACK,BLACK,N,1,PERSONAL,40678
2017,LEXUS,RX,RX 350 FWD,51279,CA,SILVER,BLACK,N,1,PERSONAL,31999
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC,47790,HI,BLACK,GRAY,N,1,FLEET,10999
2017,HONDA,ACCORD,SPORT SPECIAL EDITION SEDAN CVT,36128,FL,BLACK,BLACK,N,1,PERSONAL,17500
2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,8746,WI,WHITE,BLACK,N,1,PERSONAL,33997
2005,LEXUS,ES,ES 330,119106,IA,SILVER,GRAY,N,4,PERSONAL,5991
2019,GMC,YUKON,XL SLT 2WD,22159,AZ,WHITE,BLACK,N,1,PERSONAL,40995
2014,TOYOTA,CAMRY,2014 SE I4 AUTOMATIC,80853,NJ,RED,BLACK,Y,3,FLEET,8495
2016,HONDA,CIVIC,LX SEDAN CVT,94931,GA,SILVER,UNKNOWN,Y,1,FLEET,9985
2017,CHEVROLET,TAHOE,LT 4WD,113275,TX,WHITE,BLACK,Y,1,PERSONAL,24878
2017,HYUNDAI,ELANTRA,LIMITED 2.0L SEDAN AUTOMATIC (ALT),7666,AL,BLACK,BLACK,N,1,FLEET,15994
2019,CHEVROLET,TAHOE,LT 4WD,17179,IL,WHITE,BLACK,N,1,PERSONAL,45990
2019,FORD,EXPEDITION,PLATINUM 4WD,8605,GA,BLACK,GRAY,N,1,PERSONAL,60995
2019,DODGE,GRAND CARAVAN,SXT,38537,VA,GRAY,BLACK,N,1,PERSONAL,17534
2020,GMC,TERRAIN,SLT AWD,15628,CO,WHITE,BLACK,N,1,PERSONAL,24000
2019,NISSAN,SENTRA,SV CVT,9519,SC,RED,BLACK,N,1,PERSONAL,14929
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,30509,IN,BLACK,BLACK,N,1,PERSONAL,32990
2014,CHRYSLER,TOWN & COUNTRY,TOURING,141078,KS,WHITE,BEIGE,N,2,PERSONAL,7500
2013,FORD,FUSION,ENERGI SE LUXURY FWD,106935,CA,BLACK,BLACK,N,2,PERSONAL,7885
2019,TOYOTA,CAMRY,LE AUTOMATIC,27803,CO,WHITE,BLACK,N,1,PERSONAL,17599
2017,NISSAN,ROGUE,2017.5 SV AWD,30853,CO,BLACK,BLACK,Y,2,PERSONAL,17490
2019,TOYOTA,CAMRY,LE AUTOMATIC,33489,TX,GRAY,UNKNOWN,N,1,PERSONAL,17498
2017,NISSAN,SENTRA,SV CVT,81765,CA,RED,BLACK,N,1,FLEET,8285
2019,HYUNDAI,TUCSON,SE FWD,30747,TX,BLACK,GRAY,N,1,PERSONAL,15777
2018,NISSAN,PATHFINDER,PLATINUM 4WD,20856,ID,GRAY,BLACK,Y,1,PERSONAL,23999
2019,CHEVROLET,SUBURBAN,LT 4WD,37164,FL,WHITE,BLACK,N,1,PERSONAL,40645
2017,MERCEDES-BENZ,CCLASS,C 300 4MATIC SEDAN,32318,NY,BLACK,BLACK,Y,1,PERSONAL,19995
2007,SUBARU,OUTBACK,2.5I SUV AUTO,150139,VA,UNKNOWN,BEIGE,N,4,PERSONAL,3999
2019,NISSAN,PATHFINDER,SV 4WD,25024,FL,SILVER,BLACK,N,1,PERSONAL,21311
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,33350,CA,BLACK,BLACK,N,1,PERSONAL,21188
2019,NISSAN,PATHFINDER,SL FWD,30821,TN,WHITE,BLACK,N,1,PERSONAL,25322
2017,MAZDA,CX5,GRAND TOURING AWD,26389,OH,GRAY,BLACK,N,1,PERSONAL,22346
2016,NISSAN,SENTRA,SV CVT,80144,CA,BLUE,BLACK,N,2,FLEET,7495
2008,FORD,ESCAPE,XLT V6 AUTOMATIC 4WD,185380,VA,BLUE,UNKNOWN,N,2,PERSONAL,3599
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,39773,FL,WHITE,BLACK,N,2,PERSONAL,13995
2019,FORD,FUSION,HYBRID TITANIUM FWD,45009,NJ,WHITE,BLACK,N,1,PERSONAL,15785
2019,MAZDA,CX9,TOURING AWD,9452,OH,SILVER,BLACK,N,0,PERSONAL,31500
2003,MERCURY,MOUNTAINEER,CONVENIENCE WITH 4.6L AWD,153000,VA,GRAY,GRAY,N,3,PERSONAL,3500
2013,FORD,ESCAPE,TITANIUM FWD,119267,TX,RED,GRAY,N,5,PERSONAL,6995
2006,CHEVROLET,AVALANCHE,LS 1500 2WD,98000,AZ,WHITE,UNKNOWN,N,2,PERSONAL,9999
2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,21950,WA,SILVER,BLACK,N,2,FLEET,24985
2017,HONDA,HRV,LX FWD CVT,23177,UT,SILVER,UNKNOWN,Y,1,FLEET,12249
2013,HYUNDAI,GENESIS,3.8,123060,VA,WHITE,BEIGE,Y,2,PERSONAL,8495
2007,SATURN,AURA,4DR SEDAN XR,150142,CA,BLACK,UNKNOWN,N,5,FLEET,4433
2017,NISSAN,ROGUE,SV AWD,35492,GA,BLACK,BLACK,Y,1,FLEET,14900
2002,FORD,EXPLORER,XLT 4WD,1002,AL,GOLD,UNKNOWN,N,6,PERSONAL,5900
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,42271,TX,WHITE,BEIGE,N,1,PERSONAL,20471
2017,HYUNDAI,TUCSON,SE PLUS FWD,19802,TN,RED,BEIGE,N,1,PERSONAL,18575
2019,NISSAN,SENTRA,SV CVT,9563,FL,WHITE,BLACK,Y,2,FLEET,11697
2015,HONDA,CIVIC,EX SEDAN CVT,49182,CA,BLACK,UNKNOWN,N,2,PERSONAL,12888
2019,DODGE,CHALLENGER,R/T RWD,16065,AZ,WHITE,BLACK,N,1,PERSONAL,29140
2019,KIA,OPTIMA,LX,28636,OR,SILVER,BLACK,N,2,PERSONAL,17296
2019,TOYOTA,CAMRY,L AUTOMATIC,30916,MO,WHITE,GRAY,Y,1,PERSONAL,18997
2019,CHEVROLET,MALIBU,LT WITH 1LT,32106,OK,BLACK,BLACK,N,1,PERSONAL,16993
2019,FORD,ECOSPORT,TITANIUM 4WD,9941,MI,BLACK,BLACK,Y,2,FLEET,16995
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,23077,GA,BLACK,BLACK,N,1,PERSONAL,22730
2020,MERCEDES-BENZ,GLC,GLC 300 SUV 4MATIC,4678,NJ,BLACK,BLACK,N,1,PERSONAL,40035
2017,HONDA,ACCORD,LX-S COUPE CVT,36381,OH,BLACK,UNKNOWN,N,1,PERSONAL,15577
2019,NISSAN,SENTRA,S CVT,34296,FL,SILVER,BLACK,N,1,PERSONAL,9988
2017,NISSAN,ALTIMA,2.5 S,68079,UT,BLACK,BLACK,N,1,PERSONAL,10499
2019,TOYOTA,CAMRY,L AUTOMATIC,36723,CA,WHITE,GRAY,N,1,PERSONAL,21995
2019,HYUNDAI,TUCSON,VALUE AWD,12571,CA,WHITE,GRAY,N,1,PERSONAL,19987
2019,NISSAN,SENTRA,S CVT,31450,CA,GRAY,BLACK,N,1,PERSONAL,12340
2006,DODGE,CARAVAN C/V,SWB,37947,IN,WHITE,GRAY,N,0,PERSONAL,3515
2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,8889,CA,GRAY,BLACK,N,1,FLEET,23328
2019,TESLA,MODEL 3,LONG RANGE DUAL MOTOR,30149,ME,UNKNOWN,UNKNOWN,N,1,PERSONAL,45491
2019,SUBARU,CROSSTREK,2.0I PREMIUM CVT,35558,WA,SILVER,BLACK,Y,1,PERSONAL,16995
2006,NISSAN,SENTRA,1.8 S AUTO,236735,NC,SILVER,BLACK,Y,8,FLEET,2000
2018,HYUNDAI,ELANTRA,SEL 2.0L SEDAN AUTOMATIC,22278,FL,SILVER,GRAY,N,1,PERSONAL,11900
2017,TOYOTA,COROLLA,LE CVT,40977,CA,SILVER,GRAY,N,2,FLEET,12999
2010,SUBARU,OUTBACK,2.5I PREMIUM WITH ALL-WEATHER AUTOMATIC,152277,TX,BLACK,GRAY,N,2,PERSONAL,5655
2017,HYUNDAI,TUCSON,SE PLUS AWD,33693,TX,GRAY,BLACK,N,1,PERSONAL,17590
2019,JEEP,COMPASS,TRAILHAWK 4WD,30072,AZ,GRAY,RED,N,1,PERSONAL,20900
2020,TOYOTA,COROLLA,LE CVT,8805,VA,WHITE,UNKNOWN,N,1,FLEET,16780
2013,DODGE,GRAND CARAVAN,SXT,118679,TX,BLACK,BLACK,N,5,PERSONAL,5699
2010,SUBARU,OUTBACK,2.5I PREMIUM WITH ALL-WEATHER AUTOMATIC,119315,WA,SILVER,BLACK,N,4,PERSONAL,7922
2017,CHEVROLET,EQUINOX,LT WITH 1LT FWD,11150,CA,GRAY,BLACK,N,1,FLEET,10998
2014,FORD,EXPLORER,XLT FWD,126353,KS,WHITE,UNKNOWN,N,2,PERSONAL,11799
2012,HYUNDAI,SONATA,HYBRID BASE 2.4L AUTOMATIC,48568,FL,SILVER,GRAY,N,2,PERSONAL,9994
2005,TOYOTA,SIENNA,LE 7-PASSENGER FWD,144354,NJ,BLUE,GRAY,Y,1,PERSONAL,4100
2014,CHEVROLET,SILVERADO 1500,WT WITH 2WT REGULAR CAB STANDARD BOX 2WD,60493,AR,BROWN,BLACK,N,3,PERSONAL,15854
2017,HONDA,CIVIC,LX SEDAN CVT,23500,NC,GRAY,GRAY,N,1,FLEET,14990
2014,TOYOTA,CAMRY,2014 LE I4 AUTOMATIC,60599,NC,SILVER,UNKNOWN,N,1,PERSONAL,11189
2019,NISSAN,PATHFINDER,SL 4WD,23796,MD,WHITE,BLACK,N,1,PERSONAL,24996
2017,MERCEDES-BENZ,CCLASS,C 300 4MATIC SEDAN,47032,AR,GRAY,BLACK,N,1,PERSONAL,24411
2017,TOYOTA,COROLLA,LE CVT,39361,VA,BLUE,BLACK,N,1,PERSONAL,12495
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,26215,VA,WHITE,GRAY,N,1,FLEET,23991
2019,CHEVROLET,MALIBU,LT WITH 1LT,30250,NY,WHITE,BLACK,N,1,PERSONAL,17100
2019,DODGE,JOURNEY,GT AWD,31221,NC,SILVER,BLACK,N,1,PERSONAL,18894
2013,TOYOTA,COROLLA,LE AUTOMATIC,86813,NC,WHITE,UNKNOWN,N,2,PERSONAL,8444
2019,NISSAN,ALTIMA,S FWD,41719,AR,GRAY,BLACK,N,1,PERSONAL,15985
2017,HYUNDAI,TUCSON,SE AWD,32550,MA,BLACK,GRAY,N,1,PERSONAL,16999
2019,NISSAN,SENTRA,SR TURBO CVT,12962,WI,GRAY,BLACK,Y,1,PERSONAL,16944
2013,CHRYSLER,TOWN & COUNTRY,TOURING,79927,VA,SILVER,BLACK,N,2,PERSONAL,8990
2019,GMC,YUKON,XL SLT 4WD,30136,CO,WHITE,BLACK,N,1,PERSONAL,43698
2019,NISSAN,FRONTIER,SV CREW CAB 2WD AUTOMATIC,19972,TX,GRAY,GRAY,Y,1,PERSONAL,19900
2016,AUDI,TT,COUPE 2.0T QUATTRO S TRONIC,129617,CA,BLACK,UNKNOWN,N,1,PERSONAL,16999
2017,NISSAN,ROGUE,2017.5 SL FWD,63358,FL,RED,BLACK,N,1,PERSONAL,15967
2017,HONDA,CIVIC,LX SEDAN CVT,14975,CA,BLUE,BLACK,N,1,PERSONAL,15777
2014,CHRYSLER,TOWN & COUNTRY,TOURING,127277,AR,TAN,BLACK,N,2,PERSONAL,7998
1998,NISSAN,FRONTIER,XE KING CAB I4 RWD AUTOMATIC,181789,CA,BLACK,GRAY,N,2,FLEET,4999
2017,MERCEDES-BENZ,GLC,GLC 300 SUV RWD,37700,NV,BLACK,BLACK,N,1,PERSONAL,26585
2019,NISSAN,ALTIMA,S FWD,19572,WA,BLACK,BLACK,N,1,PERSONAL,16495
2017,HYUNDAI,ELANTRA,LIMITED 2.0L SEDAN AUTOMATIC,66638,IL,BLACK,BLACK,N,1,PERSONAL,13650
2019,FORD,FUSION,HYBRID SEL FWD,3725,FL,WHITE,GRAY,N,2,PERSONAL,16489
2019,FORD,FUSION,HYBRID SE FWD,47558,AZ,WHITE,BLACK,N,1,FLEET,14499
2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,19685,NC,SILVER,BLACK,N,1,PERSONAL,32995
2017,CHEVROLET,EXPRESS CARGO VAN,2500 SWB,42779,CA,WHITE,BEIGE,N,1,FLEET,17995
2007,TOYOTA,CAMRY,LE V6 AUTOMATIC,203579,AL,WHITE,UNKNOWN,Y,5,PERSONAL,4950
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,43554,NJ,BLACK,BLACK,N,1,PERSONAL,42596
2019,DODGE,GRAND CARAVAN,SXT,25213,AZ,GRAY,BLACK,N,1,PERSONAL,17814
2013,HYUNDAI,ELANTRA,GS COUPE AUTOMATIC (PZEV),110921,FL,BLACK,BLACK,N,2,PERSONAL,5150
2019,DODGE,JOURNEY,CROSSROAD AWD,22381,CO,GRAY,BLACK,N,1,PERSONAL,19999
2019,DODGE,GRAND CARAVAN,SXT,27845,CO,RED,BLACK,N,1,PERSONAL,19225
2014,VOLKSWAGEN,TIGUAN,S 4MOTION AUTO,78514,NC,WHITE,UNKNOWN,N,2,PERSONAL,10633
2013,MERCEDES-BENZ,CCLASS,C 300 4MATIC SPORT SEDAN,122732,NC,WHITE,UNKNOWN,Y,2,PERSONAL,8787
2013,FORD,FUSION,SE FWD,98073,FL,GRAY,BLACK,N,2,FLEET,5991
2017,MAZDA,CX5,GRAND TOURING AWD,60029,MD,BLACK,BLACK,N,1,PERSONAL,20000
2019,NISSAN,PATHFINDER,SV FWD,35386,MD,GRAY,BLACK,N,1,PERSONAL,22227
2015,NISSAN,ALTIMA,2.5 S,72823,TX,WHITE,BLACK,N,2,FLEET,11590
2019,FORD,FIESTA,SE HATCHBACK,28843,FL,SILVER,UNKNOWN,N,1,PERSONAL,10093
2019,KIA,SOUL,#NAME?,30925,GA,BLUE,BLACK,N,1,PERSONAL,14900
2019,NISSAN,SENTRA,SV CVT,13371,FL,GRAY,BLACK,Y,1,PERSONAL,14600
2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,1372,PA,WHITE,BLACK,N,1,PERSONAL,30763
2019,NISSAN,PATHFINDER,SL FWD,34253,SC,GRAY,BLACK,N,1,PERSONAL,23800
2019,DODGE,CHARGER,GT RWD,34221,NM,GRAY,BLACK,N,1,FLEET,25950
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,36450,TX,WHITE,BLACK,N,1,PERSONAL,12940
2019,HYUNDAI,TUCSON,VALUE AWD,12169,MS,WHITE,GRAY,N,1,PERSONAL,21590
2017,MERCEDES-BENZ,ECLASS,E 300 SPORT 4MATIC SEDAN,30628,NJ,SILVER,BLACK,N,1,PERSONAL,30995
2019,DODGE,GRAND CARAVAN,SXT,18680,VA,BLUE,BLACK,N,1,PERSONAL,17400
2020,TOYOTA,COROLLA,LE CVT,6600,GA,RED,WHITE,Y,1,FLEET,16499
2017,HONDA,ACCORD,LX SEDAN CVT,34949,VA,WHITE,BEIGE,N,1,PERSONAL,16252
2019,HYUNDAI,TUCSON,SE AWD,36548,NC,BLACK,GRAY,N,1,PERSONAL,16777
2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,17322,NV,SILVER,BLACK,N,1,PERSONAL,22219
2015,HONDA,ACCORD,LX SEDAN I4 CVT,107682,WA,BLACK,BLACK,N,2,PERSONAL,10998
2019,CHEVROLET,SUBURBAN,LT 4WD,38615,KS,SILVER,BLACK,N,1,PERSONAL,39983
2019,HYUNDAI,SANTA FE,SE 2.4L AWD,19530,TX,GRAY,BLACK,N,1,PERSONAL,21991
2017,LEXUS,ES,ES 350,30027,FL,WHITE,BEIGE,N,1,PERSONAL,25588
2017,NISSAN,ROGUE,SL AWD,79283,VA,WHITE,BEIGE,N,1,PERSONAL,15889
2019,BUICK,ENCLAVE,ESSENCE FWD,41926,IL,WHITE,BLACK,N,1,PERSONAL,26297
2019,KIA,SOUL,#NAME?,29382,VA,BLUE,BLACK,N,1,PERSONAL,14500
2010,DODGE,RAM 1500,SPORT QUAD CAB REGULAR BED 4WD,147761,NC,BLACK,UNKNOWN,Y,2,PERSONAL,12950
2019,LINCOLN,MKT,RESERVE 3.5L AWD,16346,CO,SILVER,BLACK,N,1,PERSONAL,26888
2016,TOYOTA,4RUNNER,LIMITED V6 RWD,85209,FL,WHITE,UNKNOWN,N,2,PERSONAL,25988
2019,DODGE,GRAND CARAVAN,SXT,44395,AL,WHITE,BLACK,N,1,PERSONAL,17965
2019,KIA,FORTE,LXS IVT,34755,TN,GRAY,BLACK,N,1,PERSONAL,13914
2019,HYUNDAI,TUCSON,SE FWD,23270,FL,SILVER,GRAY,N,1,PERSONAL,16549
2013,VOLKSWAGEN,PASSAT,SEL PREMIUM SEDAN 2.5 AUTO (PZEV),126900,WA,BLACK,BLACK,N,3,FLEET,6990
2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,19530,OH,BROWN,BLACK,N,1,PERSONAL,20306
2019,FORD,MUSTANG,ECOBOOST CONVERTIBLE,32861,CO,SILVER,UNKNOWN,N,1,PERSONAL,23988
2019,DODGE,CHARGER,GT RWD,39846,CA,BLACK,BLACK,N,1,FLEET,22430
2019,HYUNDAI,ELANTRA,GT HATCHBACK AUTOMATIC,34390,NM,SILVER,BLACK,N,1,PERSONAL,15400
2015,VOLKSWAGEN,PASSAT,1.8T WOLFSBURG EDITION AUTO (PZEV),81059,CA,BLACK,BLACK,Y,2,PERSONAL,8720
2019,NISSAN,SENTRA,S CVT,40963,FL,BLUE,BLACK,N,1,PERSONAL,9650
2019,TOYOTA,CAMRY,LE AUTOMATIC,23932,WA,WHITE,GRAY,N,1,PERSONAL,17991
2019,NISSAN,SENTRA,SV CVT,4532,FL,GRAY,BLACK,N,1,PERSONAL,14681
2001,TOYOTA,CAMRY SOLARA,SE COUPE I4 AUTOMATIC,176213,OH,WHITE,UNKNOWN,N,3,PERSONAL,2500
2019,NISSAN,ALTIMA,SV AWD,13389,GA,GRAY,BLACK,N,1,PERSONAL,21000
2019,KIA,OPTIMA,LX,8250,NH,SILVER,BLACK,N,1,PERSONAL,16166
2019,TOYOTA,CAMRY,LE AUTOMATIC,31553,AZ,SILVER,GRAY,N,1,PERSONAL,17988
2019,SUBARU,OUTBACK,2.5I LIMITED,21079,OK,BLACK,BEIGE,N,2,PERSONAL,28000
2018,TOYOTA,CAMRY,LE I4 AUTOMATIC,17089,GA,SILVER,GRAY,N,1,PERSONAL,20423
2016,MAZDA,MAZDA6,I SPORT AUTOMATIC,107566,TN,WHITE,BEIGE,Y,2,FLEET,8995
2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,9029,TX,WHITE,BLACK,N,1,PERSONAL,26450
2017,NISSAN,ROGUE,S FWD,19531,FL,RED,BLACK,N,1,PERSONAL,15300
2014,MAZDA,MAZDA6,I GRAND TOURING AUTOMATIC,103095,NM,RED,UNKNOWN,Y,3,PERSONAL,8950
2019,VOLKSWAGEN,BEETLE,S COUPE,9105,FL,BLACK,BLACK,Y,1,PERSONAL,15249
2019,TOYOTA,CAMRY,LE AUTOMATIC,25242,CO,BLACK,BLACK,N,1,PERSONAL,17599
2001,LEXUS,IS,IS 300,126076,NV,BLACK,BLACK,N,4,PERSONAL,4995
2020,CHEVROLET,MALIBU,LT,28905,OK,SILVER,BLACK,N,1,PERSONAL,18996
