vin|year|make|model|trim|pricecategory|pricevariance|price|mileage|city|state|colorexterior|colorinterior|accidenthist|owner|usage
4S4BSANC9K3267940|2019|Subaru|Outback|2.5i Limited|Excellent Price|$2119 off avg. list price|27999|14799|Modesto|CA|White|Gray|no| 1| personal
5UXWX9C58E0D27224|2014|BMW|X3|xDrive28i AWD|Excellent Price|$1737 off avg. list price|9799|89726|Pompano Beach|FL|Black|Black|2| 2| personal
1N4AL3AP3FC443183|2015|Nissan|Altima|2.5 S|Excellent Price|$1314 off avg. list price|8499|86712|Murfreesboro|TN|Blue|Black|1| 2| fleet
5YFEPRAE5LP052069|2020|Toyota|Corolla|LE CVT|Great Price|$366 off avg. list price|17991|15122|Carlsbad|CA|Silver|Unknown|no| 1| fleet
2HGFC2F54HH532960|2017|Honda|Civic|LX Sedan CVT|Great Price|$462 off avg. list price|14999|31121|Temecula|CA|White|Beige|no| 1| personal
3FADP4BJ1KM113326|2019|Ford|Fiesta|SE Sedan|Excellent Price|$1082 off avg. list price|9950|14022|Phoenix|AZ|White|Black|no| 1| fleet
2T3BFREV7HW567278|2017|Toyota|RAV4|LE AWD|Excellent Price|$2603 off avg. list price|15300|24000|Woodbridge|VA|Gray|Black|no| 1| personal
2T1BU40E99C145332|2009|Toyota|Corolla|LE Automatic|Excellent Price|$612 off avg. list price|3995|175345|St. Augustine|FL|Blue|Unknown|no| 5| personal
4JGBF71E28A407569|2008|Mercedes-Benz|GL|GL 450 4MATIC|||8995|126586|Woodinville|WA|Silver|Gray|3| 3| fleet
2HGFG3B83CH530670|2012|Honda|Civic|EX Coupe Automatic|Excellent Price|$1521 off avg. list price|8499|69652|Davis|CA|Red|Gray|no| 2| fleet
2T1BURHE7HC845575|2017|Toyota|Corolla|LE CVT|Excellent Price|$1430 off avg. list price|12995|36729|Westport|MA|White|Gray|no| 1| fleet
2HGFB2F51CH569623|2012|Honda|Civic|LX Sedan Automatic|Excellent Price|$791 off avg. list price|5999|150283|Newark|CA|Black|Black|no| 2| personal
5YFEPRAEXLP120060|2020|Toyota|Corolla|LE CVT|Great Price|$230 off avg. list price|14995|1750|Chantilly|VA|Blue|Gray|1|| personal
3N1AB7APXKY283800|2019|Nissan|Sentra|SV CVT|Great Price|$320 off avg. list price|12575|37342|Amherst|VA|Silver|Black|no| 1| personal
5YFEPRAE6LP090488|2020|Toyota|Corolla|LE CVT|Great Price|$357 off avg. list price|15977|6302|Madison|TN|Gray|Gray|no| 1| personal
1FTFW1E81AFA28806|2010|Ford|F-150|XLT SuperCrew 5.5' Box 4WD|Excellent Price|$1602 off avg. list price|6951|203099|Rapid City|SD|Black|Unknown|no| 2| personal
3N1AB7APXKY317749|2019|Nissan|Sentra|SV CVT|Excellent Price|$576 off avg. list price|11977|30432|Roswell|GA|White|Black|no| 1| personal
3N1AB7AP3KY295531|2019|Nissan|Sentra|SV CVT|Great Price|$511 off avg. list price|12995|27866|Chandler|AZ|Silver|Black|no| 1| personal
2C3CDXBG3FH810056|2015|Dodge|Charger|SE RWD|Excellent Price|$1666 off avg. list price|9900|125716|Chicago|IL|Black|Black|1| 3| personal
5YFEPRAE9LP046033|2020|Toyota|Corolla|LE CVT|Excellent Price||15000|13822|Boerne|TX|Silver|Black|no| 1| personal
