vin,make,model,pricecategory,price,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,bodytype,ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,ReviewScore,AvgMPG,LuxurySportsOrHybrid,drivetrain,age,odo
1FTEW1EG7FKE69714,FORD,F150,EXCELLENT PRICE,24982.0,WAXAHACHIE,TX,GRAY,BLACK,N,2,PERSONAL,N,PICKUP,10.0,14,13.832688602095642,71.61538461538461,8.8,22.0,N,AWD,5.0,107.218
1N4BL4CV1KC170843,NISSAN,ALTIMA,EXCELLENT PRICE,17020.0,MADERA,CA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,34.563
4T1B11HK6KU759051,TOYOTA,CAMRY,GREAT PRICE,18955.0,SPRINGFIELD,MO,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,5.0,6,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,12.694
5N1AT2MV9HC785797,NISSAN,ROGUE,EXCELLENT PRICE,12483.0,STAFFORD,VA,BLACK,BEIGE,N,1,PERSONAL,Y,SUV,16.0,31,6.28802759768661,76.23076923076924,7.4,29.5,N,AWD,3.0,77.041
MAJ6S3JL6KC250736,FORD,ECOSPORT,EXCELLENT PRICE,16097.0,ORLANDO,FL,SILVER,BLACK,N,1,PERSONAL,Y,SUV,10.0,27,13.832688602095642,71.61538461538461,6.3,28.0,N,AWD,1.0,29.561
JA3215H17CU021617,MITSUBISHI,IMIEV,NOT LISTED,4995.0,MAHOPAC,NY,WHITE,GRAY,Y,1,PERSONAL,N,HATCHBACK,20.0,50,0.7338088088347337,93.76923076923076,5.3,39.5,N,FWD,8.0,57.606
2FMPK3J99HBB59001,FORD,EDGE,EXCELLENT PRICE,12990.0,FREDERICKSBURG,VA,SILVER,BLACK,N,1,FLEET,Y,SUV,10.0,31,13.832688602095642,71.61538461538461,7.9,25.5,N,FWD,3.0,85.703
1FTNE2EL4BDA10354,FORD,ECONOLINE CARGO VAN,NOT LISTED,9995.0,NATIONAL CITY,CA,WHITE,GRAY,N,1,PERSONAL,N,VAN/MINIVAN,10.0,49,13.832688602095642,71.61538461538461,7.9,28.5,U,FWD,9.0,71.694
2C3CCAEG8KH686551,CHRYSLER,300,EXCELLENT PRICE,20999.0,TINLEY PARK,IL,WHITE,BLACK,N,2,PERSONAL,Y,SEDAN,31.0,9,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,19.588
1N4BL4CV9KC140795,NISSAN,ALTIMA,GREAT PRICE,14998.0,PALMETTO BAY,FL,GRAY,BLACK,Y,1,FLEET,Y,SEDAN,16.0,27,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,36.965
58ABK1GG5HU048484,LEXUS,ES,GREAT PRICE,29987.0,HENDERSON,NV,WHITE,BEIGE,N,1,PERSONAL,Y,SEDAN,2.0,38,1.6699578894174951,54.30769230769231,8.1,27.5,Y,FWD,3.0,14.441
2CNDL63F266177799,CHEVROLET,EQUINOX,NOT LISTED,2511.0,O'FALLON,IL,GRAY,GRAY,N,2,PERSONAL,N,SUV,9.0,9,11.692583720044867,78.23076923076924,8.4,29.0,N,FWD,11.547138900174604,146.56620378416707
3VWWJ71K56M752473,VOLKSWAGEN,JETTA,NOT LISTED,4670.0,SEATTLE,WA,BLUE,BLACK,N,2,FLEET,N,SEDAN,6.0,39,2.223404675236836,58.769230769230774,7.7,35.0,N,FWD,11.547138900174604,131.019
1C6RR6TT6KS683360,RAM,1500 CLASSIC,EXCELLENT PRICE,26990.0,LAS VEGAS,NV,SILVER,BLACK,N,0,FLEET,Y,PICKUP,19.0,38,4.144945910843808,98.15384615384615,7.9,28.5,U,FWD,1.0,12.087
4T1BE46K17U551546,TOYOTA,CAMRY,NOT LISTED,3795.0,PLANTATION,FL,GOLD,BEIGE,N,2,PERSONAL,N,SEDAN,5.0,27,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,11.547138900174604,146.56620378416707
2GNAXUEV8L6100524,CHEVROLET,EQUINOX,GREAT PRICE,20697.0,NASHVILLE,TN,WHITE,GRAY,N,1,PERSONAL,Y,SUV,9.0,11,11.692583720044867,78.23076923076924,8.4,29.0,N,AWD,0.0,30.813
2C4RDGCG5KR620722,DODGE,GRAND CARAVAN,EXCELLENT PRICE,15974.0,BUFORD,GA,BLACK,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,10,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,39.015
5N1DR2MN5KC595983,NISSAN,PATHFINDER,EXCELLENT PRICE,18999.0,PHOENIX,AZ,GRAY,BLACK,Y,1,FLEET,Y,SUV,16.0,29,6.28802759768661,76.23076923076924,7.4,23.5,N,FWD,1.0,28.96
2C3CCAEG1KH586002,CHRYSLER,300,EXCELLENT PRICE,21500.0,MESA,AZ,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,31.0,29,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,28.209
5NPD74LF9KH400469,HYUNDAI,ELANTRA,EXCELLENT PRICE,12990.0,BLUE MOUND,TX,GRAY,GRAY,N,1,PERSONAL,N,SEDAN,13.0,14,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,25.717
55SWF4KB5HU229283,MERCEDES-BENZ,CCLASS,GREAT PRICE,29788.0,ROCKLIN,CA,GRAY,UNKNOWN,N,1,PERSONAL,Y,SEDAN,22.0,49,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,3.0,31.228
55SWF6EBXHU193436,MERCEDES-BENZ,CCLASS,GREAT PRICE,34643.531376481704,ROCKLIN,CA,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,22.0,49,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,3.0,32.866
3N1AB7AP4FY225932,NISSAN,SENTRA,EXCELLENT PRICE,5695.0,HARLINGEN,TX,WHITE,BLACK,N,1,PERSONAL,N,SEDAN,16.0,14,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,5.0,70.133
KMHD84LF9KU755933,HYUNDAI,ELANTRA,GREAT PRICE,13825.0,PELHAM,AL,BLACK,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,8,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,30.795
55SWF4KB3HU181556,MERCEDES-BENZ,CCLASS,EXCELLENT PRICE,21981.0,MAPLE SHADE,NJ,WHITE,UNKNOWN,N,2,PERSONAL,Y,SEDAN,22.0,43,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,3.0,48.803
WA1BY74L88D001295,AUDI,Q7,EXCELLENT PRICE,8998.0,SELMA,NC,BLUE,BEIGE,N,2,FLEET,Y,SUV,15.0,22,1.2036513555233697,55.384615384615394,8.1,22.0,Y,FWD,11.547138900174604,90.697
5TDJZRFH8HS361495,TOYOTA,HIGHLANDER,EXCELLENT PRICE,29691.0,DOVER,NH,UNKNOWN,UNKNOWN,N,1,FLEET,Y,SUV,5.0,36,12.1872269830779,43.230769230769226,7.9,22.0,N,AWD,3.0,30.872
1VWLA7A34KC008998,VOLKSWAGEN,PASSAT,EXCELLENT PRICE,15999.0,VICTORVILLE,CA,SILVER,BLACK,N,1,FLEET,Y,SEDAN,6.0,49,2.223404675236836,58.769230769230774,7.8,30.5,N,FWD,1.0,27.189
1G1ZD5ST3LF117419,CHEVROLET,MALIBU,GREAT PRICE,21219.0,VIDALIA,GA,BLACK,BLACK,N,1,FLEET,Y,SEDAN,9.0,10,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,0.0,4.438
2CNFLCEC7B6401539,CHEVROLET,EQUINOX,EXCELLENT PRICE,7995.0,CHESTERFIELD,MI,GRAY,UNKNOWN,N,0,PERSONAL,Y,SUV,9.0,12,11.692583720044867,78.23076923076924,8.4,29.0,N,AWD,9.0,59.728
1FDAF56F51EA41980,FORD,SUPER DUTY F550,NOT LISTED,14995.0,SANTA CLARA,CA,WHITE,GRAY,N,1,PERSONAL,N,VAN/MINIVAN,10.0,49,13.832688602095642,71.61538461538461,7.9,28.5,U,FWD,11.547138900174604,34.0
7FARW2H52JE023708,HONDA,CRV,EXCELLENT PRICE,20997.0,JOPLIN,MO,BLUE,UNKNOWN,N,1,PERSONAL,Y,SUV,18.0,6,8.336902292535045,48.69230769230769,8.5,29.0,N,AWD,2.0,40.615
WDCTG4GB3JJ424804,MERCEDES-BENZ,GLA,GREAT PRICE,25981.0,GILBERT,AZ,BLACK,BLACK,N,2,FLEET,Y,SUV,22.0,29,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,21.67
2HGFA16538H341093,HONDA,CIVIC,EXCELLENT PRICE,4490.0,EVERETT,WA,SILVER,GRAY,Y,1,PERSONAL,Y,SEDAN,18.0,39,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,11.547138900174604,124.026
5XXGT4L37KG347183,KIA,OPTIMA,EXCELLENT PRICE,13740.0,STERLING,VA,SILVER,BLACK,Y,1,FLEET,Y,SEDAN,14.0,31,3.9890632445645786,73.38461538461539,8.4,28.5,N,FWD,1.0,26.31
3N1AB7AP8JY330210,NISSAN,SENTRA,EXCELLENT PRICE,11999.0,SELAH,WA,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,39,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,2.0,40.0
55SWF4KB2HU181693,MERCEDES-BENZ,CCLASS,EXCELLENT PRICE,24497.0,SEATTLE,WA,BLUE,BEIGE,N,1,PERSONAL,Y,SEDAN,22.0,39,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,3.0,35.969
1HGCR2F57HA103473,HONDA,ACCORD,EXCELLENT PRICE,14980.0,MANASSAS PARK,VA,WHITE,BLACK,Y,1,PERSONAL,Y,SEDAN,18.0,31,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,67.103
1FADP5BU2DL534072,FORD,CMAX,EXCELLENT PRICE,7995.0,HONOLULU,HI,SILVER,UNKNOWN,N,2,PERSONAL,Y,WAGON,10.0,52,13.832688602095642,71.61538461538461,7.9,28.5,U,FWD,7.0,52.125
2C3CCAKG8KH706303,CHRYSLER,300,EXCELLENT PRICE,28700.0,BRAZIL,IN,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,31.0,7,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,12.792
JTEBU5JR1K5615648,TOYOTA,4RUNNER,FAIR PRICE,31998.0,CEDAR PARK,TX,WHITE,UNKNOWN,N,1,PERSONAL,N,SUV,5.0,14,12.1872269830779,43.230769230769226,7.5,19.0,N,AWD,1.0,37.509
1J4NF1GB1BD116881,JEEP,PATRIOT,EXCELLENT PRICE,6800.0,DUNN,NC,BLUE,GRAY,N,2,FLEET,Y,SUV,26.0,22,5.534839958792396,74.23076923076924,7.9,28.5,U,AWD,9.0,98.601
19XFB2F54DE244377,HONDA,CIVIC,EXCELLENT PRICE,9650.0,FAIRFAX,VA,WHITE,UNKNOWN,Y,2,PERSONAL,Y,SEDAN,18.0,31,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,7.0,63.479
3D7KR28D58G223665,DODGE,RAM 2500,NOT LISTED,16800.0,GASTONIA,NC,WHITE,UNKNOWN,N,2,PERSONAL,N,PICKUP,25.0,22,2.126715603110482,98.53846153846152,7.9,28.5,U,FWD,11.547138900174604,26.274
JHMCR6F59HC012939,HONDA,ACCORD,GREAT PRICE,14956.0,WACO,TX,BLACK,BLACK,N,1,PERSONAL,N,SEDAN,18.0,14,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,96.62
JN8AT2MV7HW006775,NISSAN,ROGUE,EXCELLENT PRICE,16781.0,SOMERSWORTH,NH,WHITE,BLACK,N,1,PERSONAL,Y,SUV,16.0,36,6.28802759768661,76.23076923076924,7.4,29.5,N,AWD,3.0,30.814
5YFEPRAE6LP097036,TOYOTA,COROLLA,GREAT PRICE,14690.0,CHANTILLY,VA,SILVER,BLACK,Y,1,PERSONAL,Y,SEDAN,5.0,31,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,16.555
4T1B11HK6KU723196,TOYOTA,CAMRY,GREAT PRICE,18484.0,ARLINGTON,TX,BLACK,GRAY,N,1,PERSONAL,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,27.999
2C4RDGCG0KR622748,DODGE,GRAND CARAVAN,GREAT PRICE,17899.0,MOREHEAD CITY,NC,SILVER,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,22,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,43.042
WBAWC73538E066622,BMW,3 SERIES,EXCELLENT PRICE,7995.0,BETHANY,OK,SILVER,GRAY,N,2,FLEET,Y,SEDAN,8.0,3,1.7781767945930906,74.0,7.7,31.0,Y,AWD,11.547138900174604,120.795
19XFC2F59HE054500,HONDA,CIVIC,GREAT PRICE,15800.0,BEAUMONT,TX,WHITE,UNKNOWN,N,1,PERSONAL,N,SEDAN,18.0,14,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,3.0,21.65
3N1CE2CP1KL358770,NISSAN,VERSA,EXCELLENT PRICE,11495.0,THE WOODLANDS,TX,SILVER,BLACK,N,1,PERSONAL,N,SEDAN,16.0,14,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,1.0,31.323
3FA6P0LU5KR222529,FORD,FUSION,EXCELLENT PRICE,15727.0,LA GRANGE,GA,RED,UNKNOWN,N,1,PERSONAL,Y,SEDAN,10.0,10,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,25.912
WDDSJ4EBXJN589592,MERCEDES-BENZ,CLA,GREAT PRICE,24495.0,SAN ANTONIO,TX,GRAY,BLACK,N,1,PERSONAL,N,SEDAN,22.0,14,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,2.0,26.979
WBAJE7C39HG479569,BMW,5 SERIES,EXCELLENT PRICE,34643.531376481704,ORLAND PARK,IL,BLACK,WHITE,N,1,PERSONAL,Y,SEDAN,8.0,9,1.7781767945930906,74.0,8.5,25.0,Y,FWD,3.0,26.755
3GKALVEV3LL113188,GMC,TERRAIN,GREAT PRICE,26385.0,RENO,NV,WHITE,BLACK,N,1,PERSONAL,Y,SUV,28.0,38,3.3940162460390058,72.07692307692308,7.8,28.0,N,AWD,0.0,14.204
JTDEPRAE0LJ042246,TOYOTA,COROLLA,FAIR PRICE,15995.0,KIRKLAND,WA,SILVER,BLACK,Y,1,PERSONAL,Y,SEDAN,5.0,39,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,10.841
1FTRW14W68FB80846,FORD,F150,NOT LISTED,6000.0,FENTON,MI,BLACK,GRAY,N,1,PERSONAL,N,PICKUP,10.0,12,13.832688602095642,71.61538461538461,8.8,22.0,N,AWD,11.547138900174604,146.56620378416707
1HGCR2F33HA248038,HONDA,ACCORD,GREAT PRICE,15400.0,OLD BRIDGE,NJ,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,18.0,43,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,19.906
3KPFK4A78HE045116,KIA,FORTE,EXCELLENT PRICE,7990.0,ACWORTH,GA,WHITE,GRAY,Y,1,FLEET,Y,SEDAN,14.0,10,3.9890632445645786,73.38461538461539,8.4,36.0,N,FWD,3.0,60.168
5NPD84LF4KH414079,HYUNDAI,ELANTRA,GREAT PRICE,14227.0,SALISBURY,MD,SILVER,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,45,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,37.652
2C4RC1BG6ER328938,CHRYSLER,TOWN & COUNTRY,EXCELLENT PRICE,8389.0,MCKINNEY,TX,BLUE,BLACK,N,2,PERSONAL,N,VAN/MINIVAN,31.0,14,0.6898618253052382,94.76923076923076,7.9,28.5,U,FWD,6.0,100.458
5N1BA0NF1CN605408,NISSAN,ARMADA,EXCELLENT PRICE,11495.0,NEW BRAUNFELS,TX,BLACK,BLACK,N,2,PERSONAL,N,SUV,16.0,14,6.28802759768661,76.23076923076924,7.4,16.5,N,AWD,8.0,109.373
4T1B11HK3KU719901,TOYOTA,CAMRY,EXCELLENT PRICE,18899.0,WARMINSTER,PA,UNKNOWN,GRAY,N,1,FLEET,Y,SEDAN,5.0,34,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,40.785
1C6RD7GT2CS179954,RAM,1500,EXCELLENT PRICE,11997.0,MERRIAM,KS,SILVER,GRAY,N,2,PERSONAL,Y,PICKUP,19.0,2,4.144945910843808,98.15384615384615,8.7,22.5,N,AWD,8.0,146.56620378416707
5NPD74LF2HH187177,HYUNDAI,ELANTRA,GREAT PRICE,12839.0,STAUNTON,VA,GRAY,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,31,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,20.701
1N4AL3AP4FC257488,NISSAN,ALTIMA,EXCELLENT PRICE,8899.0,SANTA ANA,CA,BLACK,BLACK,N,2,FLEET,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,5.0,58.637
3N1CN7AP4KL845316,NISSAN,VERSA,GREAT PRICE,12290.0,PETALUMA,CA,WHITE,BLACK,N,1,FLEET,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,1.0,32.876
1N4BL4BV2KC210476,NISSAN,ALTIMA,GREAT PRICE,14773.0,CALUMET CITY,IL,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,9,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,36.275
2HGFB2F52CH568402,HONDA,CIVIC,GREAT PRICE,7999.0,FARMERVILLE,LA,BLACK,UNKNOWN,N,1,PERSONAL,Y,SEDAN,18.0,18,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,8.0,91.341
2FMGK5D82KBA04456,FORD,FLEX,EXCELLENT PRICE,23805.0,SANTA BARBARA,CA,WHITE,UNKNOWN,N,1,FLEET,Y,SUV,10.0,49,13.832688602095642,71.61538461538461,8.0,19.5,N,FWD,1.0,39.298
2T1BURHE1HC932968,TOYOTA,COROLLA,EXCELLENT PRICE,13683.0,NORWOOD,MA,WHITE,BEIGE,N,1,PERSONAL,Y,SEDAN,5.0,47,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,3.0,35.399
3GCUKREH4EG285707,CHEVROLET,SILVERADO 1500,EXCELLENT PRICE,21995.0,DURHAM,NC,WHITE,UNKNOWN,Y,1,PERSONAL,Y,PICKUP,9.0,22,11.692583720044867,78.23076923076924,8.4,21.5,N,AWD,6.0,88.738
1C6RR7TT4KS684433,RAM,1500 CLASSIC,EXCELLENT PRICE,26699.0,SANFORD,NC,RED,BLACK,N,1,PERSONAL,Y,PICKUP,19.0,22,4.144945910843808,98.15384615384615,7.9,28.5,U,AWD,1.0,15.0
3N1AB7AP7KL604463,NISSAN,SENTRA,GREAT PRICE,14929.0,CHARLESTON,SC,RED,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,23,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,9.519
1FMCU0JD2HUC46339,FORD,ESCAPE,GREAT PRICE,17495.0,GRANDVILLE,MI,SILVER,BLACK,N,1,PERSONAL,Y,SUV,10.0,12,13.832688602095642,71.61538461538461,8.3,25.0,N,FWD,3.0,38.463
5NPD84LF9HH196486,HYUNDAI,ELANTRA,EXCELLENT PRICE,12995.0,ENGLEWOOD,CO,RED,BEIGE,N,1,PERSONAL,Y,SEDAN,13.0,33,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,8.025
58ABK1GG7HU065478,LEXUS,ES,GREAT PRICE,25990.0,SARASOTA,FL,WHITE,BEIGE,N,1,PERSONAL,Y,SEDAN,2.0,27,1.6699578894174951,54.30769230769231,8.1,27.5,Y,FWD,3.0,31.048
3FADP4BJ7CM140239,FORD,FIESTA,EXCELLENT PRICE,4000.0,AVON,IN,BLUE,BLACK,N,2,PERSONAL,Y,SEDAN,10.0,7,13.832688602095642,71.61538461538461,7.9,31.0,N,FWD,8.0,121.39
2C4RDGCG9KR688926,DODGE,GRAND CARAVAN,EXCELLENT PRICE,17585.0,GOLDEN,CO,GRAY,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,33,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,21.103
2G11Z5S33K9119029,CHEVROLET,IMPALA,GREAT PRICE,17640.0,SEBRING,FL,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,27,11.692583720044867,78.23076923076924,8.2,25.5,N,FWD,1.0,29.347
3KPF24AD6KE073669,KIA,FORTE,EXCELLENT PRICE,12975.0,UNION CITY,GA,WHITE,BLACK,N,2,PERSONAL,Y,SEDAN,14.0,10,3.9890632445645786,73.38461538461539,8.4,36.0,N,FWD,1.0,27.332
5XXGT4L36KG275697,KIA,OPTIMA,GREAT PRICE,14698.0,FREMONT,CA,BLUE,BLACK,N,1,PERSONAL,Y,SEDAN,14.0,49,3.9890632445645786,73.38461538461539,8.4,28.5,N,FWD,1.0,37.725
5XXGT4L37KG294369,KIA,OPTIMA,GREAT PRICE,15111.0,WACO,TX,WHITE,BLACK,N,1,PERSONAL,N,SEDAN,14.0,14,3.9890632445645786,73.38461538461539,8.4,28.5,N,FWD,1.0,31.285
2C4RDGCG3KR610643,DODGE,GRAND CARAVAN,FAIR PRICE,16990.0,TOOELE,UT,WHITE,BLACK,N,1,FLEET,N,VAN/MINIVAN,25.0,26,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,38.422
JN1AV7AR4GM530070,INFINITI,Q50,EXCELLENT PRICE,18881.0,MAPLE SHADE,NJ,WHITE,GRAY,N,1,FLEET,Y,SEDAN,24.0,43,0.6528082167930821,68.30769230769229,7.4,26.5,Y,AWD,4.0,60.015
1FATP8UH6K5172374,FORD,MUSTANG,EXCELLENT PRICE,25691.0,FT. WORTH,TX,GRAY,BLACK,N,1,PERSONAL,N,COUPE,10.0,14,13.832688602095642,71.61538461538461,8.3,26.0,Y,FWD,1.0,18.296
JM3KFBBLXH0115881,MAZDA,CX5,GREAT PRICE,17835.0,CONROE,TX,WHITE,BLACK,N,1,PERSONAL,N,SUV,11.0,14,1.9291914970700141,60.07692307692307,8.1,28.0,N,AWD,3.0,44.683
2T3DFREV5DW036552,TOYOTA,RAV4,EXCELLENT PRICE,11700.0,PIKEVILLE,KY,SILVER,GRAY,N,1,PERSONAL,Y,SUV,5.0,19,12.1872269830779,43.230769230769226,7.9,30.5,N,AWD,7.0,111.328
WAUEFAFL6FN020452,AUDI,A4,NOT LISTED,14251.0,OCALA,FL,WHITE,BLACK,N,2,FLEET,N,SEDAN,15.0,27,1.2036513555233697,55.384615384615394,8.5,30.5,Y,FWD,5.0,70.241
1GNSKBKC4KR140287,CHEVROLET,TAHOE,GREAT PRICE,34643.531376481704,COLUMBIA,TN,WHITE,BLACK,N,2,PERSONAL,Y,SUV,9.0,11,11.692583720044867,78.23076923076924,7.9,18.5,N,AWD,1.0,46.734
5NPE24AFXHH580432,HYUNDAI,SONATA,EXCELLENT PRICE,11587.0,WICHITA,KS,WHITE,GRAY,N,2,PERSONAL,Y,SEDAN,13.0,2,4.156328806440607,79.07692307692308,8.3,30.5,N,FWD,3.0,61.664
1C4RJFBG2KC724386,JEEP,GRAND CHEROKEE,GREAT PRICE,29800.0,PIKEVILLE,KY,RED,BLACK,N,1,PERSONAL,Y,SUV,26.0,19,5.534839958792396,74.23076923076924,8.1,22.5,N,AWD,1.0,29.367
5NPD84LF6KH423463,HYUNDAI,ELANTRA,EXCELLENT PRICE,12995.0,PHILADELPHIA,PA,SILVER,BLACK,N,1,FLEET,Y,SEDAN,13.0,34,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,40.143
2C4RDGCG1KR695465,DODGE,GRAND CARAVAN,EXCELLENT PRICE,16891.0,JACKSONVILLE,FL,GRAY,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,27,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,30.281
1FTEW1EP2GFC09036,FORD,F150,EXCELLENT PRICE,29996.0,BOWLING GREEN,KY,GRAY,BLACK,N,1,PERSONAL,Y,PICKUP,10.0,19,13.832688602095642,71.61538461538461,8.8,22.0,N,AWD,4.0,26.874
2C4RC1BG1KR627099,CHRYSLER,PACIFICA,EXCELLENT PRICE,24000.0,HAZLET,NJ,BLACK,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,31.0,43,0.6898618253052382,94.76923076923076,7.9,23.0,N,FWD,1.0,35.618
4T1B11HK4KU219276,TOYOTA,CAMRY,GREAT PRICE,18506.0,SALISBURY,MD,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,5.0,45,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,35.196
4JGDF6EE3HA900433,MERCEDES-BENZ,GLS,GREAT PRICE,34643.531376481704,LOVELAND,CO,WHITE,BEIGE,N,1,PERSONAL,Y,SUV,22.0,33,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,66.26
3N1AB7APXKL628451,NISSAN,SENTRA,EXCELLENT PRICE,13700.0,MONTGOMERY,AL,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,8,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,8.3
1GNSKHKC0KR200424,CHEVROLET,SUBURBAN,GREAT PRICE,34643.531376481704,SAN JOSE,CA,WHITE,BLACK,N,1,PERSONAL,Y,SUV,9.0,49,11.692583720044867,78.23076923076924,7.6,18.5,N,AWD,1.0,42.252
5FNRL5H32HB017826,HONDA,ODYSSEY,EXCELLENT PRICE,18995.0,VIRGINIA BEACH,VA,GRAY,GRAY,N,1,FLEET,Y,VAN/MINIVAN,18.0,31,8.336902292535045,48.69230769230769,8.4,23.5,N,FWD,3.0,57.591
1FMNU43S8YED26802,FORD,EXCURSION,EXCELLENT PRICE,4995.0,HAPPY VALLEY,OR,RED,BEIGE,N,2,PERSONAL,Y,SUV,10.0,48,13.832688602095642,71.61538461538461,7.9,28.5,U,AWD,11.547138900174604,146.56620378416707
1N4BL4CVXKC168640,NISSAN,ALTIMA,EXCELLENT PRICE,16722.0,TEMPE,AZ,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,29,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,34.828
5N1AT2MV0FC750935,NISSAN,ROGUE,EXCELLENT PRICE,7999.0,WEST PALM BEACH,FL,SILVER,BLACK,Y,2,FLEET,Y,SUV,16.0,27,6.28802759768661,76.23076923076924,7.4,29.5,N,AWD,5.0,132.196
JTDBL40E399065419,TOYOTA,COROLLA,EXCELLENT PRICE,3977.0,WEST ALLIS,WI,GRAY,GRAY,N,2,PERSONAL,Y,SEDAN,5.0,24,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,11.0,146.56620378416707
1C6RR7TT1KS655021,RAM,1500 CLASSIC,GREAT PRICE,30420.0,FORT SMITH,AR,SILVER,BLACK,N,1,PERSONAL,Y,PICKUP,19.0,5,4.144945910843808,98.15384615384615,7.9,28.5,U,AWD,1.0,15.794
5NPD84LF3KH421511,HYUNDAI,ELANTRA,GREAT PRICE,14300.0,MORENO VALLEY,CA,GRAY,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,49,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,31.929
