vin,make,model,pricecategory,price,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,bodytype,ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,ReviewScore,AvgMPG,LuxurySportsOrHybrid,drivetrain,age,odo
1GNSKBKC5KR129797,CHEVROLET,TAHOE,GREAT PRICE,34643.531376481704,PLANO,TX,GRAY,BLACK,N,2,PERSONAL,N,SUV,9.0,14,11.692583720044867,78.23076923076924,7.9,18.5,N,AWD,1.0,38.469
3N1CN7AP3KL853083,NISSAN,VERSA,GREAT PRICE,12499.0,DES MOINES,IA,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,13,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,1.0,31.787
3FA6P0LU2KR204988,FORD,FUSION,EXCELLENT PRICE,14199.0,VICTORVILLE,CA,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,49,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,32.092
2C3CCAKG9KH528837,CHRYSLER,300,GREAT PRICE,22289.0,JACKSONVILLE,FL,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,31.0,27,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,32.984
1J8GR48K58C188275,JEEP,GRAND CHEROKEE,EXCELLENT PRICE,5398.0,SANFORD,NC,GRAY,GRAY,N,2,PERSONAL,Y,SUV,26.0,22,5.534839958792396,74.23076923076924,8.1,22.5,N,AWD,11.547138900174604,146.56620378416707
2C3CCAEG6KH705937,CHRYSLER,300,EXCELLENT PRICE,25000.0,FREDERICKSBURG,VA,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,31.0,31,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,11.386
2T1KR30E97C679066,TOYOTA,MATRIX,NOT LISTED,4480.0,YORK,PA,BLUE,BLACK,N,2,PERSONAL,N,WAGON,5.0,34,12.1872269830779,43.230769230769226,7.9,28.5,U,FWD,11.547138900174604,146.56620378416707
4JGDA5JB4HA887115,MERCEDES-BENZ,GLE,GREAT PRICE,34643.531376481704,TEMECULA,CA,WHITE,BLACK,N,2,PERSONAL,Y,SUV,22.0,49,2.208680273976825,57.92307692307693,8.4,19.0,Y,AWD,3.0,21.801
2C4RDGCG9KR563831,DODGE,GRAND CARAVAN,GREAT PRICE,17800.0,PASCAGOULA,MS,WHITE,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,1,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,41.436
1G1ZD5ST2LF008286,CHEVROLET,MALIBU,FAIR PRICE,18000.0,SANDUSKY,OH,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,15,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,0.0,21.852
1N4AL3AP0HN336471,NISSAN,ALTIMA,EXCELLENT PRICE,11499.0,WAKE FOREST,NC,BLUE,BLACK,N,1,FLEET,Y,SEDAN,16.0,22,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,3.0,62.371
3N1AB7AP9FL633243,NISSAN,SENTRA,EXCELLENT PRICE,6896.0,DAVIE,FL,WHITE,BLACK,N,2,PERSONAL,Y,SEDAN,16.0,27,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,5.0,78.595
3FA6P0HD0KR239828,FORD,FUSION,EXCELLENT PRICE,15995.0,MIDDLETOWN,PA,BLACK,GRAY,N,1,PERSONAL,Y,SEDAN,10.0,34,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,11.765
1FTPX14556FB48088,FORD,F150,NOT LISTED,6794.0,HERMISTON,OR,RED,UNKNOWN,N,2,FLEET,N,PICKUP,10.0,48,13.832688602095642,71.61538461538461,8.8,22.0,N,AWD,11.547138900174604,146.56620378416707
1FADP3F24EL230496,FORD,FOCUS,EXCELLENT PRICE,4988.0,SACRAMENTO,CA,GRAY,BLACK,N,2,FLEET,Y,SEDAN,10.0,49,13.832688602095642,71.61538461538461,7.9,28.5,U,FWD,6.0,126.235
JM3ER2WM2A0335514,MAZDA,CX7,NOT LISTED,5279.0,SEATTLE,WA,BLUE,UNKNOWN,N,1,PERSONAL,N,SUV,11.0,39,1.9291914970700141,60.07692307692307,8.1,28.0,N,FWD,10.0,105.5
KM8J23A47KU839409,HYUNDAI,TUCSON,GREAT PRICE,13798.0,WEST PALM BEACH,FL,BLACK,BLACK,Y,1,FLEET,Y,SUV,13.0,27,4.156328806440607,79.07692307692308,7.9,26.5,N,FWD,1.0,44.631
WDC0G4JB9HF224731,MERCEDES-BENZ,GLC,EXCELLENT PRICE,31924.0,CLEARWATER,FL,WHITE,BEIGE,N,1,PERSONAL,Y,SUV,22.0,27,2.208680273976825,57.92307692307693,8.4,19.0,Y,AWD,3.0,18.06
KMHDU4AD1AU981511,HYUNDAI,ELANTRA,EXCELLENT PRICE,4395.0,CHANTILLY,VA,RED,UNKNOWN,N,2,PERSONAL,Y,SEDAN,13.0,31,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,10.0,103.702
4JGDA5HB5EA400070,MERCEDES-BENZ,MCLASS,EXCELLENT PRICE,15349.0,PHOENIX,AZ,BROWN,BEIGE,N,1,PERSONAL,Y,SUV,22.0,29,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,6.0,98.47
JN8AY2ND9K9090417,NISSAN,ARMADA,EXCELLENT PRICE,32770.0,STAFFORD,TX,BLACK,BLACK,N,1,PERSONAL,N,SUV,16.0,14,6.28802759768661,76.23076923076924,7.4,16.5,N,AWD,1.0,32.315
1GNSKBKC8KR387974,CHEVROLET,TAHOE,GREAT PRICE,34643.531376481704,INDIANAPOLIS,IN,GRAY,BLACK,N,1,PERSONAL,Y,SUV,9.0,7,11.692583720044867,78.23076923076924,7.9,18.5,N,AWD,1.0,17.748
1C6RR6LG7HS856010,RAM,1500,EXCELLENT PRICE,20995.0,HALTOM CITY,TX,BLACK,GRAY,Y,1,PERSONAL,N,PICKUP,19.0,14,4.144945910843808,98.15384615384615,8.7,22.5,N,FWD,3.0,29.068
JTDEPRAE8LJ008670,TOYOTA,COROLLA,GREAT PRICE,15999.0,NAPLES,FL,GRAY,GRAY,N,1,PERSONAL,Y,SEDAN,5.0,27,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,12.287
1G1ZD5ST1KF145685,CHEVROLET,MALIBU,GREAT PRICE,17757.0,CONCORD,CA,SILVER,BLACK,N,1,FLEET,Y,SEDAN,9.0,49,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,1.0,25.96
1N4AL3AP7FN381419,NISSAN,ALTIMA,GREAT PRICE,9900.0,PIKEVILLE,KY,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,19,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,5.0,56.838
1FATP8UH2K5170136,FORD,MUSTANG,EXCELLENT PRICE,21987.0,NORTH NAMPA,ID,BLACK,UNKNOWN,N,1,PERSONAL,Y,COUPE,10.0,20,13.832688602095642,71.61538461538461,8.3,26.0,Y,FWD,1.0,36.876
4JGDF6EE0HA908747,MERCEDES-BENZ,GLS,GREAT PRICE,34643.531376481704,PLANO,TX,BLUE,BROWN,N,1,PERSONAL,N,SUV,22.0,14,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,26.309
WDCTG4GB7JJ440018,MERCEDES-BENZ,GLA,GREAT PRICE,24495.0,MANASSAS,VA,SILVER,UNKNOWN,N,1,PERSONAL,Y,SUV,22.0,31,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,18.155
1N4AA6AP9HC422848,NISSAN,MAXIMA,GREAT PRICE,22693.0,TULSA,OK,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,3,6.28802759768661,76.23076923076924,7.8,25.0,N,FWD,3.0,41.705
1N4BL4EV9KC157061,NISSAN,ALTIMA,EXCELLENT PRICE,18498.0,OLYMPIA,WA,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,39,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,32.974
3KPC24A32KE050545,HYUNDAI,ACCENT,EXCELLENT PRICE,11995.0,MINOT,ND,BLUE,BLACK,N,2,PERSONAL,Y,SEDAN,13.0,25,4.156328806440607,79.07692307692308,8.3,33.0,N,FWD,1.0,36.011
WDCTG4GB4JJ390498,MERCEDES-BENZ,GLA,EXCELLENT PRICE,25992.0,SAN ANTONIO,TX,WHITE,BLACK,N,1,FLEET,N,SUV,22.0,14,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,16.931
5NPD84LF9KH417995,HYUNDAI,ELANTRA,FAIR PRICE,14500.0,LAFAYETTE,IN,BLUE,GRAY,N,1,PERSONAL,N,SEDAN,13.0,7,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,32.162
5NMS2CAD1KH110340,HYUNDAI,SANTA FE,GREAT PRICE,18989.0,COLORADO SPRINGS,CO,SILVER,BLACK,N,1,PERSONAL,Y,SUV,13.0,33,4.156328806440607,79.07692307692308,8.5,25.5,N,AWD,1.0,23.732
5NPD84LF9KH430374,HYUNDAI,ELANTRA,GREAT PRICE,13185.0,ST. AUGUSTINE,FL,SILVER,GRAY,Y,1,PERSONAL,Y,SEDAN,13.0,27,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,30.307
1FM5K7D8XHGB33842,FORD,EXPLORER,GREAT PRICE,23500.0,LAKE CITY,FL,WHITE,BLACK,N,1,PERSONAL,Y,SUV,10.0,27,13.832688602095642,71.61538461538461,7.3,20.5,N,FWD,3.0,53.757
1N4AL3AP8DC127551,NISSAN,ALTIMA,EXCELLENT PRICE,8200.0,MIAMI LAKES,FL,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,27,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,7.0,68.539
3FA6P0LU0KR243756,FORD,FUSION,EXCELLENT PRICE,16033.0,MADISON,VA,SILVER,GRAY,N,1,PERSONAL,Y,SEDAN,10.0,31,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,25.434
JTJBARBZ4H2123920,LEXUS,NX,EXCELLENT PRICE,23995.0,LARCHMONT,NY,BLACK,UNKNOWN,N,1,PERSONAL,Y,SUV,2.0,50,1.6699578894174951,54.30769230769231,8.0,25.0,Y,AWD,3.0,38.027
ZACCJAAH3HPE99838,JEEP,RENEGADE,EXCELLENT PRICE,12977.0,LEWISVILLE,TX,GRAY,BLACK,N,1,PERSONAL,N,SUV,26.0,14,5.534839958792396,74.23076923076924,7.1,25.0,N,FWD,3.0,36.132
55SWF4JB6HU228869,MERCEDES-BENZ,CCLASS,EXCELLENT PRICE,20900.0,DALLAS,TX,WHITE,UNKNOWN,N,1,PERSONAL,N,SEDAN,22.0,14,2.208680273976825,57.92307692307693,7.9,28.5,Y,AWD,3.0,30.08
1N4BL4BV7KC210540,NISSAN,ALTIMA,GREAT PRICE,15892.0,CONROE,TX,BLACK,BLACK,N,1,PERSONAL,N,SEDAN,16.0,14,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,32.358
1HGCR2F33HA235306,HONDA,ACCORD,EXCELLENT PRICE,14878.0,MIAMI,FL,RED,BEIGE,Y,1,PERSONAL,Y,SEDAN,18.0,27,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,19.041
2C4RDGCG7KR544145,DODGE,GRAND CARAVAN,EXCELLENT PRICE,16272.0,FORT WORTH,TX,RED,BLACK,N,1,PERSONAL,N,VAN/MINIVAN,25.0,14,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,47.868
3TMCZ5AN5KM258315,TOYOTA,TACOMA,EXCELLENT PRICE,34643.531376481704,PEORIA,AZ,BLACK,GRAY,N,1,PERSONAL,Y,PICKUP,5.0,29,12.1872269830779,43.230769230769226,8.1,21.5,N,AWD,1.0,12.616
5YFEPRAE3LP047579,TOYOTA,COROLLA,GREAT PRICE,17500.0,FREDERICKSBURG,VA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,5.0,31,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,1.171
5NPD84LF2LH513744,HYUNDAI,ELANTRA,EXCELLENT PRICE,13950.0,PHOENIX,AZ,BLACK,BLACK,N,1,FLEET,Y,SEDAN,13.0,29,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,0.0,22.546
1N4AL3APXFC191948,NISSAN,ALTIMA,EXCELLENT PRICE,7487.0,RALEIGH,NC,BLACK,BEIGE,N,1,PERSONAL,Y,SEDAN,16.0,22,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,5.0,117.009
1FMCU9EG0AKC57155,FORD,ESCAPE,EXCELLENT PRICE,6990.0,EVERETT,WA,SILVER,BLACK,N,2,FLEET,Y,SUV,10.0,39,13.832688602095642,71.61538461538461,8.3,25.0,N,AWD,10.0,112.266
1D4HB58D95F545624,DODGE,DURANGO,NOT LISTED,2500.0,DELTA,UT,RED,UNKNOWN,N,2,PERSONAL,N,SUV,25.0,26,2.126715603110482,98.53846153846152,8.0,22.5,N,AWD,11.547138900174604,146.56620378416707
1N4AL3AP9DN532354,NISSAN,ALTIMA,EXCELLENT PRICE,5580.0,TOOELE,UT,SILVER,BLACK,N,2,PERSONAL,Y,SEDAN,16.0,26,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,7.0,144.428
1GNSKHKC3KR367425,CHEVROLET,SUBURBAN,GREAT PRICE,34643.531376481704,CONCORD,NC,BLACK,BLACK,N,2,PERSONAL,Y,SUV,9.0,22,11.692583720044867,78.23076923076924,7.6,18.5,N,AWD,1.0,36.999
1GYFK23269R194226,CADILLAC,ESCALADE,EXCELLENT PRICE,13488.0,GEORGETOWN,TX,WHITE,BEIGE,Y,2,PERSONAL,N,SUV,12.0,14,0.8453554773218747,80.23076923076924,6.9,18.5,Y,AWD,11.0,131.492
1GNSKHKC5KR282103,CHEVROLET,SUBURBAN,GREAT PRICE,34643.531376481704,SALINAS,CA,SILVER,BLACK,N,1,PERSONAL,Y,SUV,9.0,49,11.692583720044867,78.23076923076924,7.6,18.5,N,AWD,1.0,20.952
3FA6P0CDXKR234207,FORD,FUSION,GREAT PRICE,16333.0,CARY,NC,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,22,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,30.919
KNDJP3A57K7692327,KIA,SOUL,EXCELLENT PRICE,13494.0,FAYETTEVILLE,TN,GRAY,BLACK,N,1,PERSONAL,Y,WAGON,14.0,11,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,1.0,24.043
5NPD84LF3KH469896,HYUNDAI,ELANTRA,EXCELLENT PRICE,11980.0,LIVE OAK,TX,RED,GRAY,N,1,PERSONAL,N,SEDAN,13.0,14,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,28.703
1FMCU9D79BKB92583,FORD,ESCAPE,EXCELLENT PRICE,5995.0,TEMPE,AZ,WHITE,GRAY,N,2,FLEET,Y,SUV,10.0,29,13.832688602095642,71.61538461538461,8.3,25.0,N,AWD,9.0,121.926
1J4GL48KX4W330406,JEEP,LIBERTY,EXCELLENT PRICE,3250.0,DALLAS,TX,SILVER,GRAY,N,2,FLEET,N,SUV,26.0,14,5.534839958792396,74.23076923076924,7.9,28.5,U,AWD,11.547138900174604,146.56620378416707
JTEBU5JR5K5636924,TOYOTA,4RUNNER,FAIR PRICE,33197.0,COLORADO SPRINGS,CO,RED,BLACK,N,1,PERSONAL,Y,SUV,5.0,33,12.1872269830779,43.230769230769226,7.5,19.0,N,AWD,1.0,28.081
JTEBU5JR0K5695539,TOYOTA,4RUNNER,GREAT PRICE,33990.0,TAYLORVILLE,IL,BLACK,BLACK,N,1,PERSONAL,Y,SUV,5.0,9,12.1872269830779,43.230769230769226,7.5,19.0,N,AWD,1.0,15.68
55SWF4JB8HU204895,MERCEDES-BENZ,CCLASS,GREAT PRICE,21995.0,LAS VEGAS,NV,WHITE,BEIGE,N,1,PERSONAL,Y,SEDAN,22.0,38,2.208680273976825,57.92307692307693,7.9,28.5,Y,AWD,3.0,28.215
2C4RDGCG1KR691092,DODGE,GRAND CARAVAN,GREAT PRICE,17253.0,DALLAS,TX,BLACK,BLACK,N,1,PERSONAL,N,VAN/MINIVAN,25.0,14,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,39.853
4T1B11HK6KU212250,TOYOTA,CAMRY,EXCELLENT PRICE,20248.0,VANCOUVER,WA,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,5.0,39,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,31.235
1FMCU0GD5HUE17219,FORD,ESCAPE,EXCELLENT PRICE,10467.0,LITTLE ROCK,AR,BLACK,BLACK,N,1,PERSONAL,Y,SUV,10.0,5,13.832688602095642,71.61538461538461,8.3,25.0,N,FWD,3.0,84.217
5GTDN13E278195765,HUMMER,H3,EXCELLENT PRICE,8495.0,DIAMOND BAR,CA,BLACK,BLACK,N,2,PERSONAL,Y,SUV,14.0,49,6.28802759768661,74.23076923076924,7.9,28.5,U,FWD,11.547138900174604,102.423
KNDJP3A58K7022320,KIA,SOUL,EXCELLENT PRICE,14712.0,WESTMONT,IL,SILVER,BLACK,N,1,PERSONAL,Y,WAGON,14.0,9,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,1.0,29.187
KNMAT2MT4KP511068,NISSAN,ROGUE,GREAT PRICE,17991.0,KENNER,LA,BLUE,BLACK,N,1,PERSONAL,Y,SUV,16.0,18,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,23.161
1GNSKHKC6KR393646,CHEVROLET,SUBURBAN,GREAT PRICE,34643.531376481704,FOREST,VA,WHITE,BLACK,Y,1,PERSONAL,Y,SUV,9.0,31,11.692583720044867,78.23076923076924,7.6,18.5,N,AWD,1.0,36.135
JTDEPRAE7LJ044656,TOYOTA,COROLLA,GREAT PRICE,15680.0,MT. PLEASANT,TX,WHITE,BLACK,N,1,PERSONAL,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,25.442
JTDEPRAE1LJ032342,TOYOTA,COROLLA,FAIR PRICE,17999.0,SANTA MARIA,CA,BLUE,GRAY,N,1,PERSONAL,Y,SEDAN,5.0,49,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,35.187
4JGDF6EE5HA752897,MERCEDES-BENZ,GLS,GREAT PRICE,34643.531376481704,FREMONT,CA,GRAY,BLACK,N,1,PERSONAL,Y,SUV,22.0,49,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,30.784
1LNHM82W57Y633947,LINCOLN,TOWN CAR,EXCELLENT PRICE,5950.0,MILACA,MN,WHITE,UNKNOWN,Y,2,PERSONAL,Y,SEDAN,7.0,30,0.7127111277128115,76.53846153846153,7.9,28.5,U,FWD,11.547138900174604,112.442
1FMJU2ATXKEA46594,FORD,EXPEDITION,GREAT PRICE,34643.531376481704,MILWAUKEE,WI,BLACK,BLACK,N,1,PERSONAL,Y,SUV,10.0,24,13.832688602095642,71.61538461538461,8.3,20.5,N,AWD,1.0,16.981
1FM5K7D8XEGC00905,FORD,EXPLORER,EXCELLENT PRICE,11799.0,WICHITA,KS,WHITE,UNKNOWN,N,2,PERSONAL,Y,SUV,10.0,2,13.832688602095642,71.61538461538461,7.3,20.5,N,FWD,6.0,126.353
1VWAP7A37EC014983,VOLKSWAGEN,PASSAT,EXCELLENT PRICE,10700.0,PERRYVILLE,MO,BLUE,BLACK,N,1,PERSONAL,Y,SEDAN,6.0,6,2.223404675236836,58.769230769230774,7.8,30.5,N,FWD,6.0,25.282
4T4BE46K59R116294,TOYOTA,CAMRY,NOT LISTED,2999.0,AMERICAN FORK,UT,WHITE,UNKNOWN,N,2,FLEET,N,SEDAN,5.0,26,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,11.0,146.56620378416707
3C4PDDEG0KT701806,DODGE,JOURNEY,GREAT PRICE,19963.0,OLYMPIA,WA,BLACK,BLACK,N,1,PERSONAL,Y,SUV,25.0,39,2.126715603110482,98.53846153846152,5.5,22.0,N,AWD,1.0,38.673
3FA6P0LUXKR222770,FORD,FUSION,GREAT PRICE,16000.0,O'FALLON,MO,GRAY,UNKNOWN,N,1,PERSONAL,Y,SEDAN,10.0,6,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,30.71
5YFBURHE6GP490705,TOYOTA,COROLLA,EXCELLENT PRICE,11500.0,GLENDORA,CA,BLACK,GRAY,Y,2,FLEET,Y,SEDAN,5.0,49,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,4.0,17.933
2GNALCEK9H6328163,CHEVROLET,EQUINOX,EXCELLENT PRICE,16725.0,MONROE,MI,SILVER,BLACK,N,1,PERSONAL,Y,SUV,9.0,12,11.692583720044867,78.23076923076924,8.4,29.0,N,FWD,3.0,14.991
KMHD84LF9KU743488,HYUNDAI,ELANTRA,EXCELLENT PRICE,9855.0,FORT MYERS,FL,SILVER,GRAY,N,2,PERSONAL,Y,SEDAN,13.0,27,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,37.913
JN8AT2MT1KW260813,NISSAN,ROGUE,GREAT PRICE,19965.0,HOUSTON,TX,BLACK,BLACK,N,2,PERSONAL,N,SUV,16.0,14,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,6.655
5FNYF4H24BB077845,HONDA,PILOT,EXCELLENT PRICE,8778.0,KATY,TX,BLACK,BEIGE,N,1,PERSONAL,N,SUV,18.0,14,8.336902292535045,48.69230769230769,7.8,23.0,N,AWD,9.0,139.904
2C4RDGCG9KR556703,DODGE,GRAND CARAVAN,GREAT PRICE,16993.0,MOREHEAD CITY,NC,WHITE,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,22,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,30.232
2C4RDGCG7KR516765,DODGE,GRAND CARAVAN,EXCELLENT PRICE,16971.0,SHOW LOW,AZ,WHITE,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,29,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,47.486
KNMAT2MV1HP552834,NISSAN,ROGUE,GREAT PRICE,16900.0,GASTONIA,NC,SILVER,BLACK,N,2,PERSONAL,Y,SUV,16.0,22,6.28802759768661,76.23076923076924,7.4,29.5,N,AWD,3.0,46.668
3FA6P0LU7KR221124,FORD,FUSION,GREAT PRICE,14495.0,ARLINGTON,TX,RED,GRAY,N,1,FLEET,N,SEDAN,10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,35.231
2C3CCABG7KH524091,CHRYSLER,300,GREAT PRICE,22906.0,AMARILLO,TX,WHITE,BLACK,N,1,PERSONAL,N,SEDAN,31.0,14,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,30.215
1C6RR7TT1KS596441,RAM,1500 CLASSIC,EXCELLENT PRICE,26991.0,HOUSTON,TX,SILVER,BLACK,N,1,PERSONAL,N,PICKUP,19.0,14,4.144945910843808,98.15384615384615,7.9,28.5,U,AWD,1.0,37.415
JF2SJADC7FH404747,SUBARU,FORESTER,EXCELLENT PRICE,11995.0,ENTERPRISE,AL,SILVER,GRAY,Y,2,PERSONAL,Y,SUV,23.0,8,4.128452974634556,39.113463666989205,7.8,29.5,N,FWD,5.0,83.18
1G1ZD5ST1JF108716,CHEVROLET,MALIBU,EXCELLENT PRICE,14470.0,CROSSVILLE,TN,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,11,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,2.0,53.386
2T2ZZMCA4HC068663,LEXUS,RX,EXCELLENT PRICE,34643.531376481704,SAN ANTONIO,TX,SILVER,BLACK,N,1,FLEET,N,SUV,2.0,14,1.6699578894174951,54.30769230769231,7.5,25.5,Y,FWD,3.0,34.263
JA4AD2A3XLZ016181,MITSUBISHI,OUTLANDER,EXCELLENT PRICE,19999.0,HAYWARD,CA,WHITE,BLACK,N,0,PERSONAL,Y,SUV,20.0,49,0.7338088088347337,93.76923076923076,6.3,27.5,N,FWD,0.0,0.399
3N1CN7AP8KL849028,NISSAN,VERSA,EXCELLENT PRICE,10495.0,FREDRICKSBURG,VA,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,31,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,1.0,32.592
2G1WT57K591138133,CHEVROLET,IMPALA,EXCELLENT PRICE,4000.0,CLINTON,TN,RED,BLACK,N,2,PERSONAL,Y,SEDAN,9.0,11,11.692583720044867,78.23076923076924,8.2,25.5,N,FWD,11.0,146.56620378416707
1GAZGPFP8K1162870,CHEVROLET,EXPRESS PASSENGER,GREAT PRICE,19871.0,LA FOLLETTE,TN,WHITE,GRAY,N,1,PERSONAL,Y,VAN/MINIVAN,9.0,11,11.692583720044867,78.23076923076924,7.9,28.5,U,FWD,1.0,26.569
SCFHDDAT4EGF03587,ASTON MARTIN,RAPIDE S,EXCELLENT PRICE,34643.531376481704,TULSA,OK,BLACK,BLACK,N,2,PERSONAL,Y,SEDAN,14.0,3,6.28802759768661,74.23076923076924,7.9,28.5,U,FWD,6.0,27.012
1FAFP53UX2A125785,FORD,TAURUS,EXCELLENT PRICE,1999.0,GAUTIER,MS,SILVER,UNKNOWN,N,2,PERSONAL,Y,SEDAN,10.0,1,13.832688602095642,71.61538461538461,7.2,22.0,N,FWD,11.547138900174604,146.56620378416707
JTEBU5JR0K5645689,TOYOTA,4RUNNER,GREAT PRICE,34643.531376481704,PUYALLUP,WA,BLACK,UNKNOWN,N,1,FLEET,Y,SUV,5.0,39,12.1872269830779,43.230769230769226,7.5,19.0,N,AWD,1.0,27.302
1FMCU9GD5HUB30466,FORD,ESCAPE,GREAT PRICE,14700.0,MARSHALLTOWN,IA,BLACK,BLACK,N,1,FLEET,Y,SUV,10.0,13,13.832688602095642,71.61538461538461,8.3,25.0,N,AWD,3.0,74.07
1FMJU1J5XBEF06929,FORD,EXPEDITION,NOT LISTED,6500.0,WICHITA,KS,GRAY,UNKNOWN,N,2,PERSONAL,N,SUV,10.0,2,13.832688602095642,71.61538461538461,8.3,20.5,N,AWD,9.0,146.56620378416707
1GCRYDED6LZ151167,CHEVROLET,SILVERADO 1500,EXCELLENT PRICE,32995.0,NEWNAN,GA,WHITE,BLACK,N,1,FLEET,Y,PICKUP,9.0,10,11.692583720044867,78.23076923076924,8.4,21.5,N,AWD,0.0,8.387
1N4AL3APXGN347038,NISSAN,ALTIMA,EXCELLENT PRICE,10448.0,LITHIA SPRINGS,GA,WHITE,BLACK,Y,2,FLEET,Y,SEDAN,16.0,10,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,4.0,80.244
3FA6P0LU6KR188262,FORD,FUSION,GREAT PRICE,16584.0,BRIGHAM CITY,UT,BLUE,GRAY,N,1,PERSONAL,Y,SEDAN,10.0,26,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,30.437
2C4RDGCGXKR618416,DODGE,GRAND CARAVAN,FAIR PRICE,15999.0,SMYRNA,GA,SILVER,BLACK,N,1,PERSONAL,N,VAN/MINIVAN,25.0,10,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,44.074
KNDJP3A59E7033668,KIA,SOUL,EXCELLENT PRICE,9995.0,SARASOTA,FL,WHITE,BLACK,N,1,PERSONAL,Y,WAGON,14.0,27,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,6.0,57.06
